origin_id,destination_id,origin_station_name,destination_station_name,min_duration_minutes,transfers,trains,check_date,origin_city_name,origin_eva_id,origin_latitude,origin_longitude,destination_city_name,destination_eva_id,destination_latitude,destination_longitude,route_length,hsr_share
8800004,8700074,Bruxelles Midi,Marseille-St-Charles,341,2,,2026-01-06,Brussels,8800004,50.835376,4.335694,Marseille,8700074,43.303812,5.38195,1053.8784473226312,0.9757742642912604
8800004,8700152,Bruxelles Midi,Lyon Part Dieu,223,0,,2026-01-06,Brussels,8800004,50.835376,4.335694,Lyon,8700152,45.760564,4.85999,733.5583173623629,0.9608957190660243
8800004,8700065,Bruxelles Midi,Toulouse-Matabiau,435,2,,2026-01-06,Brussels,8800004,50.835376,4.335694,Toulouse,8700065,43.611406,1.453939,1157.759811313958,0.7263340547994507
8800004,7800020,Bruxelles Midi,Zagreb Glavni kolodvor,1088,4,,2026-01-06,Brussels,8800004,50.835376,4.335694,Zagreb,7800020,45.8044381,15.9787052,1372.8274859466394,0.38180816626540526
8800004,5500728,Bruxelles Midi,Budapest-Nyugati,864,5,,2026-01-06,Brussels,8800004,50.835376,4.335694,Budapest,5500728,47.510706,19.057466,1400.8684255188389,0.3769335570969889
8800004,8300262,Bruxelles Midi,Roma Tiburtina,778,4,,2026-01-06,Brussels,8800004,50.835376,4.335694,Rome,8300262,41.91107,12.53146,1730.9747565288799,0.798649523722778
8800004,8300047,Bruxelles Midi,Milano Porta Garibaldi,538,4,,2026-01-06,Brussels,8800004,50.835376,4.335694,Milan,8300047,45.484437,9.18729699,1175.5794476633944,0.7427879884937815
8800004,8300522,Bruxelles Midi,Torino Porta Susa,453,2,,2026-01-06,Brussels,8800004,50.835376,4.335694,Turin,8300522,45.071833,7.665169,1029.9286511827909,0.6408422780533559
8800004,8300153,Bruxelles Midi,Genova Piazza Principe,588,4,,2026-01-06,Brussels,8800004,50.835376,4.335694,Genoa,8300153,44.417504,8.922075,1185.0988202787207,0.5569339972013226
8800004,8200100,Bruxelles Midi,Luxembourg,197,0,,2026-01-06,Brussels,8800004,50.835376,4.335694,Luxembourg,8200100,49.599714,6.134396,231.74076998184782,0.0
8800004,8400597,Bruxelles Midi,Tilburg,110,4,,2026-01-06,Brussels,8800004,50.835376,4.335694,Tilburg,8400597,51.56061,5.083787,125.54977396106172,0.32373081498765227
8800004,8400058,Bruxelles Midi,Amsterdam Centraal,117,0,,2026-01-06,Brussels,8800004,50.835376,4.335694,Amsterdam,8400058,52.37919,4.899431,212.57084989559576,0.5184274303583047
8800004,8400530,Bruxelles Midi,Rotterdam Centraal,69,0,,2026-01-06,Brussels,8800004,50.835376,4.335694,Rotterdam,8400530,51.924802,4.468769,142.71449370559313,0.4996488899164762
8800004,5100065,Bruxelles Midi,Warszawa Centralna,755,4,,2026-01-06,Brussels,8800004,50.835376,4.335694,Warsaw,5100065,52.22886,21.003234,1343.3768379704156,0.34940299942599357
8800004,5100028,Bruxelles Midi,Krakow Glowny,859,4,,2026-01-06,Brussels,8800004,50.835376,4.335694,Kraków,5100028,50.067194,19.947426,1386.6579182187957,0.3694558319534429
8800004,5100069,Bruxelles Midi,Wroclaw Glowny,683,4,,2026-01-06,Brussels,8800004,50.835376,4.335694,Wrocław,5100069,51.098078,17.037088,1130.5128381947304,0.4531650039715067
8800004,5100081,Bruxelles Midi,Poznan Glowny,608,4,,2026-01-06,Brussels,8800004,50.835376,4.335694,Poznań,5100081,52.401993,16.91087,1041.971674508104,0.4504727988578538
8800004,7400002,Bruxelles Midi,Stockholm Central,1171,4,,2026-01-06,Brussels,8800004,50.835376,4.335694,Stockholm,7400002,59.330014,18.05763,1813.1809543550899,0.44070057107854343
8800004,7900003,Bruxelles Midi,Ljubljana,833,6,,2026-01-06,Brussels,8800004,50.835376,4.335694,Ljubljana,7900003,46.058691,14.512937,1231.4875262731114,0.4256289518370555
8800004,5600207,Bruxelles Midi,Bratislava hl.st.,705,4,,2026-01-06,Brussels,8800004,50.835376,4.335694,Bratislava,5600207,48.15891,17.106466,1202.4336289161665,0.4391380164006446
8800007,8103000,Antwerpen Centraal,Wien Hbf,653,4,,2026-01-06,Antwerp,8800007,51.215811,4.421168,Vienna,8103000,48.185101,16.377113,1151.9119297527518,0.4417015620135221
8800007,8800004,Antwerpen Centraal,Bruxelles Midi,33,0,,2026-01-06,Antwerp,8800007,51.215811,4.421168,Brussels,8800004,50.835376,4.335694,47.96186584797915,0.0
8800007,5400014,Antwerpen Centraal,Praha hl.n.,691,6,,2026-01-06,Antwerp,8800007,51.215811,4.421168,Prague,5400014,50.083062,14.436039,1108.938422775122,0.4446377045846747
8800007,8011160,Antwerpen Centraal,Berlin Hbf,421,4,,2026-01-06,Antwerp,8800007,51.215811,4.421168,Berlin,8011160,52.525592,13.369545,744.676276412653,0.5083580923890463
8800007,8000096,Antwerpen Centraal,Stuttgart Hbf,317,4,,2026-01-06,Antwerp,8800007,51.215811,4.421168,Stuttgart,8000096,48.78478,9.182757,585.509334765436,0.6634407871842087
8800007,8000261,Antwerpen Centraal,München Hbf,433,4,,2026-01-06,Antwerp,8800007,51.215811,4.421168,Munich,8000261,48.140232,11.558335,816.3919040124107,0.6184820336220315
8800007,8002549,Antwerpen Centraal,Hamburg Hbf,380,4,,2026-01-06,Antwerp,8800007,51.215811,4.421168,Hamburg,8002549,53.552736,10.006909,556.6394973962107,0.3416896009493343
8800007,8003368,Antwerpen Centraal,Köln Messe/Deutz,152,4,,2026-01-06,Antwerp,8800007,51.215811,4.421168,Cologne,8003368,50.940874,6.975001,239.37193034173984,0.5457513099257205
8800007,8000105,Antwerpen Centraal,Frankfurt(Main)Hbf,213,2,,2026-01-06,Antwerp,8800007,51.215811,4.421168,Frankfurt,8000105,50.1066819,8.66282825,418.64910255585414,0.6888024990888103
8800007,8000085,Antwerpen Centraal,Düsseldorf Hbf,173,4,,2026-01-06,Antwerp,8800007,51.215811,4.421168,Düsseldorf,8000085,51.219962,6.794319,278.6177394071727,0.5684039051148878
8800007,8010205,Antwerpen Centraal,Leipzig Hbf,435,4,,2026-01-06,Antwerp,8800007,51.215811,4.421168,Leipzig,8010205,51.3454712,12.3820639,792.9662769156345,0.55910003338738
8800007,8000080,Antwerpen Centraal,Dortmund Hbf,236,6,,2026-01-06,Antwerp,8800007,51.215811,4.421168,Dortmund,8000080,51.517896,7.45929,280.9381219628612,0.14467360414441383
8800007,8000098,Antwerpen Centraal,Essen Hbf,209,8,,2026-01-06,Antwerp,8800007,51.215811,4.421168,Essen,8000098,51.451355,7.014793,247.0643491424233,0.1645090875596143
