origin_id,destination_id,origin_station_name,destination_station_name,min_duration_minutes,transfers,trains,check_date,origin_city_name,origin_eva_id,origin_latitude,origin_longitude,destination_city_name,destination_eva_id,destination_latitude,destination_longitude
8103000,8400597,Wien Hbf,Tilburg,652,8,,2026-01-06,Vienna,8103000,48.185101,16.377113,Tilburg,8400597,51.56061,5.083787
8103000,8400058,Wien Hbf,Amsterdam Centraal,712,8,,2026-01-06,Vienna,8103000,48.185101,16.377113,Amsterdam,8400058,52.37919,4.899431
8103000,8400530,Wien Hbf,Rotterdam Centraal,691,8,,2026-01-06,Vienna,8103000,48.185101,16.377113,Rotterdam,8400530,51.924802,4.468769
8103000,5100065,Wien Hbf,Warszawa Centralna,474,2,,2026-01-06,Vienna,8103000,48.185101,16.377113,Warsaw,5100065,52.22886,21.003234
8103000,5100028,Wien Hbf,Krakow Glowny,320,0,,2026-01-06,Vienna,8103000,48.185101,16.377113,Kraków,5100028,50.067194,19.947426
8103000,5100069,Wien Hbf,Wroclaw Glowny,316,0,,2026-01-06,Vienna,8103000,48.185101,16.377113,Wrocław,5100069,51.098078,17.037088
8103000,5100081,Wien Hbf,Poznan Glowny,434,6,,2026-01-06,Vienna,8103000,48.185101,16.377113,Poznań,5100081,52.401993,16.91087
8103000,7400002,Wien Hbf,Stockholm Central,1303,4,,2026-01-06,Vienna,8103000,48.185101,16.377113,Stockholm,7400002,59.330014,18.05763
8103000,7900003,Wien Hbf,Ljubljana,316,2,,2026-01-06,Vienna,8103000,48.185101,16.377113,Ljubljana,7900003,46.058691,14.512937
8103000,5600207,Wien Hbf,Bratislava hl.st.,56,0,,2026-01-06,Vienna,8103000,48.185101,16.377113,Bratislava,5600207,48.15891,17.106466
8800004,8103000,Bruxelles Midi,Wien Hbf,622,2,,2026-01-06,Brussels,8800004,50.835376,4.335694,Vienna,8103000,48.185101,16.377113
8800004,8800007,Bruxelles Midi,Antwerpen Centraal,34,0,,2026-01-06,Brussels,8800004,50.835376,4.335694,Antwerp,8800007,51.215811,4.421168
8800004,5400014,Bruxelles Midi,Praha hl.n.,656,8,,2026-01-06,Brussels,8800004,50.835376,4.335694,Prague,5400014,50.083062,14.436039
8800004,8011160,Bruxelles Midi,Berlin Hbf,390,2,,2026-01-06,Brussels,8800004,50.835376,4.335694,Berlin,8011160,52.525592,13.369545
8800004,8000096,Bruxelles Midi,Stuttgart Hbf,248,2,,2026-01-06,Brussels,8800004,50.835376,4.335694,Stuttgart,8000096,48.78478,9.182757
8800004,8000261,Bruxelles Midi,München Hbf,375,2,,2026-01-06,Brussels,8800004,50.835376,4.335694,Munich,8000261,48.140232,11.558335
8800004,8002549,Bruxelles Midi,Hamburg Hbf,349,2,,2026-01-06,Brussels,8800004,50.835376,4.335694,Hamburg,8002549,53.552736,10.006909
8800004,8003368,Bruxelles Midi,Köln Messe/Deutz,119,2,,2026-01-06,Brussels,8800004,50.835376,4.335694,Cologne,8003368,50.940874,6.975001
8800004,8000105,Bruxelles Midi,Frankfurt(Main)Hbf,182,0,,2026-01-06,Brussels,8800004,50.835376,4.335694,Frankfurt,8000105,50.1066819,8.66282825
8800004,8000085,Bruxelles Midi,Düsseldorf Hbf,142,2,,2026-01-06,Brussels,8800004,50.835376,4.335694,Düsseldorf,8000085,51.219962,6.794319
8800004,8010205,Bruxelles Midi,Leipzig Hbf,399,8,,2026-01-06,Brussels,8800004,50.835376,4.335694,Leipzig,8010205,51.3454712,12.3820639
8800004,8000080,Bruxelles Midi,Dortmund Hbf,191,2,,2026-01-06,Brussels,8800004,50.835376,4.335694,Dortmund,8000080,51.517896,7.45929
