,origin_id,destination_id,origin_name,destination_name,min_duration_minutes,transfers,trains,check_date,hsr_share,uses_hsr
198,8011160,8700074,Berlin Hbf,Marseille-St-Charles,730,4,,2026-01-06,0.3479897401804678,False
199,8011160,8700152,Berlin Hbf,Lyon Part Dieu,622,4,,2026-01-06,0.32199057575230344,False
200,8011160,8700065,Berlin Hbf,Toulouse-Matabiau,1068,8,,2026-01-06,0.27092346086020225,False
201,8011160,7800020,Berlin Hbf,Zagreb Glavni kolodvor,894,4,,2026-01-06,0.04883687269930619,False
202,8011160,5500728,Berlin Hbf,Budapest-Nyugati,660,2,,2026-01-06,0.0,False
203,8011160,8300262,Berlin Hbf,Roma Tiburtina,973,6,,2026-01-06,0.4396937538223521,False
204,8011160,8300047,Berlin Hbf,Milano Porta Garibaldi,722,8,,2026-01-06,0.2918152003401867,False
205,8011160,8300522,Berlin Hbf,Torino Porta Susa,833,6,,2026-01-06,0.34864867192217863,False
206,8011160,8300153,Berlin Hbf,Genova Piazza Principe,836,6,,2026-01-06,0.2633970502853571,False
207,8011160,8200100,Berlin Hbf,Luxembourg,499,4,,2026-01-06,0.10876462469143945,False
208,8011160,8400597,Berlin Hbf,Tilburg,370,2,,2026-01-06,0.19890064134802424,False
209,8011160,8400058,Berlin Hbf,Amsterdam Centraal,344,0,,2026-01-06,0.20151677827984582,False
210,8011160,8400530,Berlin Hbf,Rotterdam Centraal,369,4,,2026-01-06,0.1919413402797006,False
211,8011160,5100065,Berlin Hbf,Warszawa Centralna,306,2,,2026-01-06,0.0,False
212,8011160,5100028,Berlin Hbf,Krakow Glowny,412,0,,2026-01-06,0.0,False
213,8011160,5100069,Berlin Hbf,Wroclaw Glowny,241,0,,2026-01-06,0.0,False
214,8011160,5100081,Berlin Hbf,Poznan Glowny,161,0,,2026-01-06,0.0,False
215,8011160,7400002,Berlin Hbf,Stockholm Central,810,6,,2026-01-06,0.3781741054722432,False
216,8011160,7900003,Berlin Hbf,Ljubljana,642,6,,2026-01-06,0.13542310319803177,False
217,8011160,5600207,Berlin Hbf,Bratislava hl.st.,514,2,,2026-01-06,0.0,False
218,8000096,8103000,Stuttgart Hbf,Wien Hbf,394,2,,2026-01-06,0.3703934377668995,False
219,8000096,8800004,Stuttgart Hbf,Bruxelles Midi,286,2,,2026-01-06,0.23284642521020188,False
220,8000096,8800007,Stuttgart Hbf,Antwerpen Centraal,317,4,,2026-01-06,0.14456007467018522,False
221,8000096,5400014,Stuttgart Hbf,Praha hl.n.,441,4,,2026-01-06,0.0,False
222,8000096,8011160,Stuttgart Hbf,Berlin Hbf,314,2,,2026-01-06,0.46472796214336815,False
223,8000096,8000261,Stuttgart Hbf,München Hbf,117,0,,2026-01-06,0.46110365491652094,False
224,8000096,8002549,Stuttgart Hbf,Hamburg Hbf,306,0,,2026-01-06,0.3017719449713077,False
225,8000096,8003368,Stuttgart Hbf,Köln Messe/Deutz,123,0,,2026-01-06,0.6654649655924533,True
226,8000096,8000105,Stuttgart Hbf,Frankfurt(Main)Hbf,77,0,,2026-01-06,0.2538174285551364,False
227,8000096,8000085,Stuttgart Hbf,Düsseldorf Hbf,147,0,,2026-01-06,0.6392974086211624,True
228,8000096,8010205,Stuttgart Hbf,Leipzig Hbf,262,4,,2026-01-06,0.21882477564522892,False
229,8000096,8000080,Stuttgart Hbf,Dortmund Hbf,202,0,,2026-01-06,0.10584609919642311,False
230,8000096,8000098,Stuttgart Hbf,Essen Hbf,176,0,,2026-01-06,0.5535885102701973,True
231,8000096,8000050,Stuttgart Hbf,Bremen Hbf,316,2,,2026-01-06,0.34335646471911885,False
232,8000096,8010085,Stuttgart Hbf,Dresden Hbf,334,4,,2026-01-06,0.0,False
233,8000096,8000152,Stuttgart Hbf,Hannover Hbf,222,0,,2026-01-06,0.4007588530542607,False
234,8000096,8000284,Stuttgart Hbf,Nürnberg Hbf,129,0,,2026-01-06,0.0,False
235,8000096,8000086,Stuttgart Hbf,Duisburg Hbf,163,0,,2026-01-06,0.6037935906448137,True
236,8000096,8601242,Stuttgart Hbf,Koebenhavns Lufthavn st,665,4,,2026-01-06,0.21358509966139208,False
237,8000096,7100064,Stuttgart Hbf,Barcelona Sants,742,2,,2026-01-06,0.33006606773598074,False
238,8000096,8700012,Stuttgart Hbf,Paris Gare de Lyon,232,2,,2026-01-06,0.6864036894789861,True
239,8000096,8700047,Stuttgart Hbf,Bordeaux-St-Jean,382,2,,2026-01-06,0.8096495917994336,True
240,8000096,8700074,Stuttgart Hbf,Marseille-St-Charles,457,2,,2026-01-06,0.2912355691484724,False
241,8000096,8700152,Stuttgart Hbf,Lyon Part Dieu,351,4,,2026-01-06,0.21151794731442813,False
242,8000096,8700065,Stuttgart Hbf,Toulouse-Matabiau,528,2,,2026-01-06,0.18742617031137146,False
243,8000096,7800020,Stuttgart Hbf,Zagreb Glavni kolodvor,742,2,,2026-01-06,0.1346484234718393,False
244,8000096,5500728,Stuttgart Hbf,Budapest-Nyugati,591,5,,2026-01-06,0.2678079830333511,False
245,8000096,8300262,Stuttgart Hbf,Roma Tiburtina,626,4,,2026-01-06,0.35881670950180017,False
246,8000096,8300047,Stuttgart Hbf,Milano Porta Garibaldi,413,4,,2026-01-06,0.09116944696529088,False
247,8000096,8300522,Stuttgart Hbf,Torino Porta Susa,496,6,,2026-01-06,0.14848969220355204,False
248,8000096,8300153,Stuttgart Hbf,Genova Piazza Principe,493,6,,2026-01-06,0.07788296502133768,False
249,8000096,8200100,Stuttgart Hbf,Luxembourg,203,2,,2026-01-06,0.04554171965345423,False
250,8000096,8400597,Stuttgart Hbf,Tilburg,316,8,,2026-01-06,0.4413456512598669,False
251,8000096,8400058,Stuttgart Hbf,Amsterdam Centraal,303,2,,2026-01-06,0.40622134964470374,False
252,8000096,8400530,Stuttgart Hbf,Rotterdam Centraal,314,4,,2026-01-06,0.42598551701439064,False
253,8000096,5100065,Stuttgart Hbf,Warszawa Centralna,651,4,,2026-01-06,0.1866917112654997,False
254,8000096,5100028,Stuttgart Hbf,Krakow Glowny,732,4,,2026-01-06,0.0,False
255,8000096,5100069,Stuttgart Hbf,Wroclaw Glowny,501,4,,2026-01-06,0.0,False
256,8000096,5100081,Stuttgart Hbf,Poznan Glowny,504,4,,2026-01-06,0.2509479082579023,False
257,8000096,7400002,Stuttgart Hbf,Stockholm Central,1069,4,,2026-01-06,0.32557419012756766,False
258,8000096,7900003,Stuttgart Hbf,Ljubljana,491,2,,2026-01-06,0.163315678624875,False
259,8000096,5600207,Stuttgart Hbf,Bratislava hl.st.,475,6,,2026-01-06,0.3368341191397968,False
260,8000261,8103000,München Hbf,Wien Hbf,256,2,,2026-01-06,0.31705975340910986,False
261,8000261,8800004,München Hbf,Bruxelles Midi,403,2,,2026-01-06,0.30229387532506485,False
262,8000261,8800007,München Hbf,Antwerpen Centraal,434,4,,2026-01-06,0.23918150113060943,False
263,8000261,5400014,München Hbf,Praha hl.n.,337,0,,2026-01-06,0.0,False
264,8000261,8011160,München Hbf,Berlin Hbf,232,0,,2026-01-06,0.6493484756101212,True
265,8000261,8000096,München Hbf,Stuttgart Hbf,118,0,,2026-01-06,0.4611036549165194,False
266,8000261,8002549,München Hbf,Hamburg Hbf,335,0,,2026-01-06,0.3248401550369271,False
267,8000261,8003368,München Hbf,Köln Messe/Deutz,250,0,,2026-01-06,0.5378489192507541,True
268,8000261,8000105,München Hbf,Frankfurt(Main)Hbf,202,2,,2026-01-06,0.41827839659372557,False
269,8000261,8000085,München Hbf,Düsseldorf Hbf,274,0,,2026-01-06,0.529028159723062,True
270,8000261,8010205,München Hbf,Leipzig Hbf,184,2,,2026-01-06,0.0,False
271,8000261,8000080,München Hbf,Dortmund Hbf,328,0,,2026-01-06,0.2649175711676519,False
272,8000261,8000098,München Hbf,Essen Hbf,303,0,,2026-01-06,0.4797913086422773,False
290,5400014,8200100,Praha hl.n.,Luxembourg,674,8,,2026-01-06,0.06961352113927079,False
291,5400014,8400597,Praha hl.n.,Tilburg,675,8,,2026-01-06,0.21839208754026898,False
292,5400014,8400058,Praha hl.n.,Amsterdam Centraal,658,4,,2026-01-06,0.0,False
293,5400014,8400530,Praha hl.n.,Rotterdam Centraal,669,6,,2026-01-06,0.0,False
294,5400014,5100065,Praha hl.n.,Warszawa Centralna,491,2,,2026-01-06,0.0,False
295,5400014,5100028,Praha hl.n.,Krakow Glowny,349,2,,2026-01-06,0.0,False
296,5400014,5100069,Praha hl.n.,Wroclaw Glowny,237,0,,2026-01-06,0.0,False
297,5400014,5100081,Praha hl.n.,Poznan Glowny,335,2,,2026-01-06,0.0,False
298,5400014,7400002,Praha hl.n.,Stockholm Central,1222,8,,2026-01-06,0.3274423380881702,False
