origin_city,destination_city,air_origin_airport,air_destination_airport,air_distance_km,air_flight_duration_min,air_total_travel_time_min,air_overhead_min,origin_city_lat,origin_city_lng,destination_city_lat,destination_city_lng,rail_origin_station_name,rail_destination_station_name,rail_travel_time_mins,rail_uses_hsr,rail_origin_transit_time_mins,rail_destination_transit_time_mins,rail_total_travel_time_min,best_time_min
Copenhagen,Antwerp,,,,,,,,,,,Koebenhavns Lufthavn st,Antwerpen Centraal,814.0,False,17.4069941581493,3.5284359653773953,844.9354301235267,844.9354301235267
Copenhagen,Athens,CPH,ATH,2141.0,190.0,350.64,160.64,55.6761,12.5683,37.9842,23.7281,,,,,,,,350.64
Copenhagen,Barcelona,CPH,BCN,1769.0,180.0,329.18,149.18,55.6761,12.5683,41.3828,2.1769,Koebenhavns Lufthavn st,Barcelona Sants,1839.0,False,17.4069941581493,7.388093774297752,1873.795087932447,329.18
Copenhagen,Berlin,CPH,BER,367.0,65.0,223.29,158.29,55.6761,12.5683,52.52,13.405,Koebenhavns Lufthavn st,Berlin Hbf,531.0,False,17.4069941581493,5.947266480604848,564.3542606387541,223.29
Copenhagen,Bordeaux,CPH,BOD,1527.0,160.0,305.36,145.36,55.6761,12.5683,44.84,-0.58,Koebenhavns Lufthavn st,Bordeaux-St-Jean,1042.0,True,17.4069941581493,5.811588377462907,1075.218582535612,305.36
Copenhagen,Bratislava,,,,,,,,,,,Koebenhavns Lufthavn st,Bratislava hl.st.,978.0,False,17.4069941581493,4.046858342350235,1009.4538525004995,1009.4538525004995
Copenhagen,Bremen,,,,,,,,,,,Koebenhavns Lufthavn st,Bremen Hbf,431.0,False,17.4069941581493,2.309271364404068,460.7162655225534,460.7162655225534
Copenhagen,Brussels,CPH,BRU,756.0,90.0,236.99,146.99,55.6761,12.5683,50.8467,4.3525,Koebenhavns Lufthavn st,Bruxelles Midi,823.0,False,17.4069941581493,4.14169289941754,854.5486870575668,236.99
Copenhagen,Bucharest,CPH,OTP,1555.0,155.0,309.17,154.17000000000002,55.6761,12.5683,44.4325,26.1039,,,,,,,,309.17
Copenhagen,Budapest,CPH,BUD,1019.0,110.0,266.53,156.52999999999997,55.6761,12.5683,47.4925,19.0514,Koebenhavns Lufthavn st,Budapest-Nyugati,1137.0,False,17.4069941581493,4.980157462200125,1169.3871516203494,266.53
Copenhagen,Cologne,CPH,CGN,644.0,90.0,241.11,151.11,55.6761,12.5683,50.9364,6.9528,Koebenhavns Lufthavn st,Köln Messe/Deutz,622.0,False,17.4069941581493,3.9197525107529603,653.3267466689022,241.11
Copenhagen,Dortmund,,,,,,,,,,,Koebenhavns Lufthavn st,Dortmund Hbf,542.0,False,17.4069941581493,1.460615015563283,570.8676091737125,570.8676091737125
Copenhagen,Dresden,,,,,,,,,,,Koebenhavns Lufthavn st,Dresden Hbf,675.0,False,17.4069941581493,2.8510360388781235,705.2580301970273,705.2580301970273
Copenhagen,Duisburg,,,,,,,,,,,Koebenhavns Lufthavn st,Duisburg Hbf,577.0,False,17.4069941581493,2.5870950877797454,606.994089245929,606.994089245929
Copenhagen,Düsseldorf,CPH,DUS,621.0,80.0,218.56,138.56,55.6761,12.5683,51.2333,6.7833,Koebenhavns Lufthavn st,Düsseldorf Hbf,591.0,False,17.4069941581493,4.00763955017613,622.4146337083254,218.56
Copenhagen,Essen,,,,,,,,,,,Koebenhavns Lufthavn st,Essen Hbf,564.0,False,17.4069941581493,0.31813865528361085,591.7251328134329,591.7251328134329
Copenhagen,Frankfurt,CPH,FRA,678.0,95.0,241.34,146.34,55.6761,12.5683,50.1106,8.6822,Koebenhavns Lufthavn st,Frankfurt(Main)Hbf,584.0,False,17.4069941581493,3.4764728210122846,614.8834669791615,241.34
Copenhagen,Genoa,CPH,GOA,1276.0,130.0,270.62,140.62,55.6761,12.5683,44.4111,8.9328,Koebenhavns Lufthavn st,Genova Piazza Principe,1192.0,False,17.4069941581493,2.6646692679586454,1222.071663426108,270.62
Copenhagen,Gothenburg,CPH,GOT,227.0,50.0,210.8,160.8,55.6761,12.5683,57.7075,11.9675,,,,,,,,210.8
Copenhagen,Hamburg,CPH,HAM,280.0,60.0,204.4,144.4,55.6761,12.5683,53.55,10.0,Koebenhavns Lufthavn st,Hamburg Hbf,338.0,False,17.4069941581493,1.316441566346405,366.7234357244957,204.4
Copenhagen,Hannover,CPH,HAJ,402.0,75.0,221.43,146.43,55.6761,12.5683,52.3667,9.7167,Koebenhavns Lufthavn st,Hannover Hbf,438.0,False,17.4069941581493,4.786629448184535,470.19362360633386,221.43
Copenhagen,Helsinki,CPH,HEL,894.0,95.0,250.49,155.49,55.6761,12.5683,60.1708,24.9375,,,,,,,,250.49
Copenhagen,Kraków,CPH,KRK,782.0,90.0,236.37,146.37,55.6761,12.5683,50.0614,19.9372,Koebenhavns Lufthavn st,Krakow Glowny,1096.0,False,17.4069941581493,2.336597225946072,1125.7435913840952,236.37
Copenhagen,Leipzig,,,,,,,,,,,Koebenhavns Lufthavn st,Leipzig Hbf,602.0,False,17.4069941581493,1.875769965295063,631.2827641234443,631.2827641234443
Copenhagen,Lisbon,CPH,LIS,2475.0,235.0,373.81,138.81,55.6761,12.5683,38.7253,-9.15,,,,,,,,373.81
Copenhagen,Ljubljana,CPH,LJU,1053.0,110.0,271.37,161.37,55.6761,12.5683,46.0514,14.5061,Koebenhavns Lufthavn st,Ljubljana,1097.0,False,17.4069941581493,2.321449509647903,1126.7284436677971,271.37
Copenhagen,Luxembourg,CPH,LUX,796.0,110.0,249.82,139.82,55.6761,12.5683,49.6117,6.1319,Koebenhavns Lufthavn st,Luxembourg,860.0,False,17.4069941581493,3.2276729444989756,890.6346671026482,249.82
Copenhagen,Lyon,CPH,LYS,1223.0,135.0,294.54,159.54000000000002,55.6761,12.5683,45.76,4.84,Koebenhavns Lufthavn st,Lyon Part Dieu,1024.0,False,17.4069941581493,3.7248506527149634,1055.1318448108643,294.54
Copenhagen,Madrid,CPH,MAD,2061.0,190.0,342.28,152.27999999999997,55.6761,12.5683,40.4169,-3.7033,,,,,,,,342.28
Copenhagen,Marseille,CPH,MRS,1456.0,155.0,315.99,160.99,55.6761,12.5683,43.2964,5.37,Koebenhavns Lufthavn st,Marseille-St-Charles,1117.0,False,17.4069941581493,3.0494630085437278,1147.4564571666929,315.99
Copenhagen,Milan,CPH,MXP,1146.0,125.0,317.71,192.70999999999998,55.6761,12.5683,45.4669,9.19,Koebenhavns Lufthavn st,Milano Porta Garibaldi,1109.0,False,17.4069941581493,4.707315782392735,1141.114309940542,317.71
Copenhagen,Munich,CPH,MUC,811.0,95.0,268.99,173.99,55.6761,12.5683,48.1375,11.575,Koebenhavns Lufthavn st,München Hbf,710.0,False,17.4069941581493,3.0560823139438047,740.463076472093,268.99
Copenhagen,Málaga,CPH,AGP,2473.0,230.0,372.71,142.70999999999998,55.6761,12.5683,36.7194,-4.42,,,,,,,,372.71
Copenhagen,Naples,CPH,NAP,1643.0,160.0,301.09,141.08999999999997,55.6761,12.5683,40.8333,14.25,,,,,,,,301.09
Copenhagen,Nuremberg,,,,,,,,,,,Koebenhavns Lufthavn st,Nürnberg Hbf,655.0,False,17.4069941581493,2.407122595922898,684.8141167540722,684.8141167540722
Copenhagen,Paris,CPH,ORY,1039.0,130.0,282.26,152.26,55.6761,12.5683,48.8567,2.3522,,,,,,,,282.26
Copenhagen,Poznań,CPH,POZ,450.0,70.0,211.53,141.53,55.6761,12.5683,52.4083,16.9336,Koebenhavns Lufthavn st,Poznan Glowny,723.0,False,17.4069941581493,4.065435329407926,754.4724294875572,211.53
Copenhagen,Prague,CPH,PRG,624.0,80.0,227.68,147.68,55.6761,12.5683,50.0875,14.4214,Koebenhavns Lufthavn st,Praha hl.n.,813.0,False,17.4069941581493,2.772415453338628,843.1794096114879,227.68
Copenhagen,Riga,CPH,RIX,715.0,85.0,228.19,143.19,55.6761,12.5683,56.9489,24.1064,,,,,,,,228.19
Copenhagen,Rome,CPH,FCO,1538.0,155.0,319.08,164.07999999999998,55.6761,12.5683,41.8933,12.4828,Koebenhavns Lufthavn st,Roma Tiburtina,1308.0,False,17.4069941581493,10.76586299605856,1346.1728571542078,319.08
Copenhagen,Rotterdam,,,,,,,,,,,Koebenhavns Lufthavn st,Rotterdam Centraal,730.0,False,17.4069941581493,2.249226316777232,759.6562204749265,759.6562204749265
Copenhagen,Sevilla,CPH,SVQ,2457.0,220.0,363.98,143.98000000000002,55.6761,12.5683,37.39,-5.99,,,,,,,,363.98
Copenhagen,Sofia,CPH,SOF,1635.0,165.0,306.36,141.36,55.6761,12.5683,42.7,23.33,,,,,,,,306.36
Copenhagen,Stockholm,CPH,ARN,547.0,75.0,260.54,185.54000000000002,55.6761,12.5683,59.3294,18.0686,Koebenhavns Lufthavn st,Stockholm Central,305.0,True,17.4069941581493,1.5022922376589065,333.9092863958082,260.54
Copenhagen,Stuttgart,CPH,STR,807.0,95.0,240.38,145.38,55.6761,12.5683,48.7775,9.18,Koebenhavns Lufthavn st,Stuttgart Hbf,668.0,False,17.4069941581493,2.002376007570269,697.4093701657196,240.38
Copenhagen,Tallinn,CPH,TLL,839.0,90.0,226.51,136.51,55.6761,12.5683,59.4372,24.7453,,,,,,,,226.51
Copenhagen,Tilburg,CPH,EIN,667.0,85.0,251.35,166.35,55.6761,12.5683,51.55,5.0833,Koebenhavns Lufthavn st,Tilburg,746.0,False,17.4069941581493,2.8326204398011785,776.2396145979504,251.35
Copenhagen,Toulouse,CPH,TLS,1559.0,155.0,295.26,140.26,55.6761,12.5683,43.6045,1.444,Koebenhavns Lufthavn st,Toulouse-Matabiau,1188.0,False,17.4069941581493,2.6617812245934145,1218.0687753827426,295.26
Copenhagen,Turin,CPH,TRN,1213.0,135.0,284.95,149.95,55.6761,12.5683,45.0792,7.6761,Koebenhavns Lufthavn st,Torino Porta Susa,1202.0,False,17.4069941581493,2.8476007865249664,1232.2545949446742,284.95
Copenhagen,Valencia,CPH,VLC,2040.0,190.0,333.84,143.83999999999997,55.6761,12.5683,39.47,-0.3764,,,,,,,,333.84
Copenhagen,Vienna,CPH,VIE,877.0,105.0,261.72,156.72000000000003,55.6761,12.5683,48.2083,16.3725,Koebenhavns Lufthavn st,Wien Hbf,895.0,False,17.4069941581493,6.245212775155993,928.6522069333053,261.72
Copenhagen,Vilnius,CPH,VNO,811.0,90.0,228.19,138.19,55.6761,12.5683,54.6872,25.28,,,,,,,,228.19
Copenhagen,Warsaw,CPH,WAW,668.0,80.0,221.42,141.42,55.6761,12.5683,52.23,21.0111,Koebenhavns Lufthavn st,Warszawa Centralna,908.0,False,17.4069941581493,1.3212540896707794,936.72824824782,221.42
Copenhagen,Wrocław,,,,,,,,,,,Koebenhavns Lufthavn st,Wroclaw Glowny,775.0,False,17.4069941581493,3.2731677390709937,805.6801618972203,805.6801618972203
Copenhagen,Zagreb,CPH,ZAG,1126.0,110.0,257.35,147.35000000000002,55.6761,12.5683,45.8131,15.9775,Koebenhavns Lufthavn st,Zagreb Glavni kolodvor,1348.0,False,17.4069941581493,2.3224288673449607,1377.7294230254943,257.35
Dortmund,Amsterdam,,,,,,,,,,,Dortmund Hbf,Amsterdam Centraal,176.0,False,1.460615015563283,1.9520337879727412,189.41264880353603,189.41264880353603
Dortmund,Antwerp,,,,,,,,,,,Dortmund Hbf,Antwerpen Centraal,237.0,False,1.460615015563283,3.5284359653773953,251.98905098094068,251.98905098094068
Dortmund,Barcelona,,,,,,,,,,,Dortmund Hbf,Barcelona Sants,818.0,False,1.460615015563283,7.388093774297752,836.848708789861,836.848708789861
Dortmund,Berlin,,,,,,,,,,,Dortmund Hbf,Berlin Hbf,210.0,True,1.460615015563283,5.947266480604848,227.40788149616813,227.40788149616813
Dortmund,Bordeaux,,,,,,,,,,,Dortmund Hbf,Bordeaux-St-Jean,504.0,True,1.460615015563283,5.811588377462907,521.2722033930262,521.2722033930262
Dortmund,Bratislava,,,,,,,,,,,Dortmund Hbf,Bratislava hl.st.,631.0,False,1.460615015563283,4.046858342350235,646.5074733579135,646.5074733579135
Dortmund,Bremen,,,,,,,,,,,Dortmund Hbf,Bremen Hbf,109.0,True,1.460615015563283,2.309271364404068,122.76988637996735,122.76988637996735
Dortmund,Brussels,,,,,,,,,,,Dortmund Hbf,Bruxelles Midi,225.0,False,1.460615015563283,4.14169289941754,240.60230791498083,240.60230791498083
Dortmund,Bucharest,DTM,OTP,1572.0,155.0,313.69,158.69,51.5139,7.4653,44.4325,26.1039,,,,,,,,313.69
Dortmund,Budapest,DTM,BUD,956.0,110.0,271.04,161.04000000000002,51.5139,7.4653,47.4925,19.0514,Dortmund Hbf,Budapest-Nyugati,758.0,False,1.460615015563283,4.980157462200125,774.4407724777634,271.04
Dortmund,Cologne,,,,,,,,,,,Dortmund Hbf,Köln Messe/Deutz,80.0,False,1.460615015563283,3.9197525107529603,95.38036752631623,95.38036752631623
Dortmund,Copenhagen,,,,,,,,,,,Dortmund Hbf,Koebenhavns Lufthavn st,543.0,False,1.460615015563283,17.4069941581493,571.8676091737125,571.8676091737125
Dortmund,Dresden,,,,,,,,,,,Dortmund Hbf,Dresden Hbf,321.0,False,1.460615015563283,2.8510360388781235,335.3116510544414,335.3116510544414
Dortmund,Duisburg,,,,,,,,,,,Dortmund Hbf,Duisburg Hbf,35.0,False,1.460615015563283,2.5870950877797454,49.04771010334303,49.04771010334303
Dortmund,Düsseldorf,,,,,,,,,,,Dortmund Hbf,Düsseldorf Hbf,54.0,False,1.460615015563283,4.00763955017613,69.46825456573941,69.46825456573941
Dortmund,Essen,,,,,,,,,,,Dortmund Hbf,Essen Hbf,22.0,False,1.460615015563283,0.31813865528361085,33.778753670846896,33.778753670846896
Dortmund,Frankfurt,,,,,,,,,,,Dortmund Hbf,Frankfurt(Main)Hbf,150.0,False,1.460615015563283,3.4764728210122846,164.93708783657559,164.93708783657559
Dortmund,Genoa,,,,,,,,,,,Dortmund Hbf,Genova Piazza Principe,706.0,False,1.460615015563283,2.6646692679586454,720.1252842835219,720.1252842835219
Dortmund,Hamburg,,,,,,,,,,,Dortmund Hbf,Hamburg Hbf,170.0,True,1.460615015563283,1.316441566346405,182.7770565819097,182.7770565819097
Dortmund,Hannover,,,,,,,,,,,Dortmund Hbf,Hannover Hbf,102.0,True,1.460615015563283,4.786629448184535,118.24724446374782,118.24724446374782
Dortmund,Kraków,DTM,KRK,872.0,95.0,245.88,150.88,51.5139,7.4653,50.0614,19.9372,Dortmund Hbf,Krakow Glowny,650.0,False,1.460615015563283,2.336597225946072,663.7972122415093,245.88
Dortmund,Leipzig,,,,,,,,,,,Dortmund Hbf,Leipzig Hbf,267.0,False,1.460615015563283,1.875769965295063,280.3363849808583,280.3363849808583
Dortmund,Ljubljana,,,,,,,,,,,Dortmund Hbf,Ljubljana,756.0,False,1.460615015563283,2.321449509647903,769.7820645252111,769.7820645252111
Dortmund,Luxembourg,,,,,,,,,,,Dortmund Hbf,Luxembourg,287.0,False,1.460615015563283,3.2276729444989756,301.68828796006227,301.68828796006227
Dortmund,Lyon,,,,,,,,,,,Dortmund Hbf,Lyon Part Dieu,486.0,False,1.460615015563283,3.7248506527149634,501.18546566827825,501.18546566827825
Dortmund,Marseille,,,,,,,,,,,Dortmund Hbf,Marseille-St-Charles,607.0,False,1.460615015563283,3.0494630085437278,621.510078024107,621.510078024107
Dortmund,Milan,,,,,,,,,,,Dortmund Hbf,Milano Porta Garibaldi,593.0,False,1.460615015563283,4.707315782392735,609.1679307979559,609.1679307979559
Dortmund,Munich,DTM,MUC,462.0,65.0,243.51,178.51,51.5139,7.4653,48.1375,11.575,Dortmund Hbf,München Hbf,338.0,False,1.460615015563283,3.0560823139438047,352.5166973295071,243.51
Dortmund,Málaga,DTM,AGP,1906.0,175.0,322.22,147.22000000000003,51.5139,7.4653,36.7194,-4.42,,,,,,,,322.22
Dortmund,Nuremberg,,,,,,,,,,,Dortmund Hbf,Nürnberg Hbf,277.0,False,1.460615015563283,2.407122595922898,290.8677376114862,290.8677376114862
Dortmund,Poznań,,,,,,,,,,,Dortmund Hbf,Poznan Glowny,382.0,False,1.460615015563283,4.065435329407926,397.5260503449712,397.5260503449712
Dortmund,Prague,,,,,,,,,,,Dortmund Hbf,Praha hl.n.,459.0,False,1.460615015563283,2.772415453338628,473.2330304689019,473.2330304689019
Dortmund,Rome,DTM,FCO,1136.0,130.0,298.59,168.58999999999997,51.5139,7.4653,41.8933,12.4828,Dortmund Hbf,Roma Tiburtina,813.0,True,1.460615015563283,10.76586299605856,835.2264780116218,298.59
Dortmund,Rotterdam,,,,,,,,,,,Dortmund Hbf,Rotterdam Centraal,184.0,False,1.460615015563283,2.249226316777232,197.70984133234052,197.70984133234052
Dortmund,Sofia,DTM,SOF,1544.0,150.0,295.88,145.88,51.5139,7.4653,42.7,23.33,,,,,,,,295.88
Dortmund,Stockholm,,,,,,,,,,,Dortmund Hbf,Stockholm Central,851.0,False,1.460615015563283,1.5022922376589065,863.9629072532222,863.9629072532222
Dortmund,Stuttgart,,,,,,,,,,,Dortmund Hbf,Stuttgart Hbf,215.0,False,1.460615015563283,2.002376007570269,228.46299102313355,228.46299102313355
Dortmund,Tilburg,,,,,,,,,,,Dortmund Hbf,Tilburg,170.0,False,1.460615015563283,2.8326204398011785,184.29323545536448,184.29323545536448
Dortmund,Toulouse,,,,,,,,,,,Dortmund Hbf,Toulouse-Matabiau,658.0,False,1.460615015563283,2.6617812245934145,672.1223962401566,672.1223962401566
Dortmund,Turin,,,,,,,,,,,Dortmund Hbf,Torino Porta Susa,668.0,False,1.460615015563283,2.8476007865249664,682.3082158020882,682.3082158020882
Dortmund,Vienna,,,,,,,,,,,Dortmund Hbf,Wien Hbf,548.0,False,1.460615015563283,6.245212775155993,565.7058277907192,565.7058277907192
Dortmund,Vilnius,DTM,VNO,1230.0,123.0,265.71,142.70999999999998,51.5139,7.4653,54.6872,25.28,,,,,,,,265.71
Dortmund,Warsaw,,,,,,,,,,,Dortmund Hbf,Warszawa Centralna,527.0,False,1.460615015563283,1.3212540896707794,539.781869105234,539.781869105234
Dortmund,Wrocław,,,,,,,,,,,Dortmund Hbf,Wroclaw Glowny,463.0,False,1.460615015563283,3.2731677390709937,477.73378275463426,477.73378275463426
Dortmund,Zagreb,,,,,,,,,,,Dortmund Hbf,Zagreb Glavni kolodvor,981.0,False,1.460615015563283,2.3224288673449607,994.7830438829081,994.7830438829081
Dresden,Amsterdam,,,,,,,,,,,Dresden Hbf,Amsterdam Centraal,506.0,False,2.8510360388781235,1.9520337879727412,520.8030698268508,520.8030698268508
Dresden,Antwerp,,,,,,,,,,,Dresden Hbf,Antwerpen Centraal,524.0,False,2.8510360388781235,3.5284359653773953,540.3794720042555,540.3794720042555
Dresden,Barcelona,,,,,,,,,,,Dresden Hbf,Barcelona Sants,1331.0,False,2.8510360388781235,7.388093774297752,1351.2391298131759,1351.2391298131759
Dresden,Berlin,,,,,,,,,,,Dresden Hbf,Berlin Hbf,96.0,False,2.8510360388781235,5.947266480604848,114.79830251948297,114.79830251948297
Dresden,Bordeaux,,,,,,,,,,,Dresden Hbf,Bordeaux-St-Jean,712.0,True,2.8510360388781235,5.811588377462907,730.662624416341,730.662624416341
Dresden,Bratislava,,,,,,,,,,,Dresden Hbf,Bratislava hl.st.,412.0,False,2.8510360388781235,4.046858342350235,428.89789438122835,428.89789438122835
Dresden,Bremen,,,,,,,,,,,Dresden Hbf,Bremen Hbf,297.0,False,2.8510360388781235,2.309271364404068,312.1603074032822,312.1603074032822
Dresden,Brussels,,,,,,,,,,,Dresden Hbf,Bruxelles Midi,493.0,False,2.8510360388781235,4.14169289941754,509.99272893829567,509.99272893829567
Dresden,Budapest,,,,,,,,,,,Dresden Hbf,Budapest-Nyugati,558.0,False,2.8510360388781235,4.980157462200125,575.8311935010782,575.8311935010782
Dresden,Copenhagen,,,,,,,,,,,Dresden Hbf,Koebenhavns Lufthavn st,653.0,False,2.8510360388781235,17.4069941581493,683.2580301970273,683.2580301970273
Dresden,Dortmund,,,,,,,,,,,Dresden Hbf,Dortmund Hbf,319.0,False,2.8510360388781235,1.460615015563283,333.3116510544414,333.3116510544414
Dresden,Duisburg,,,,,,,,,,,Dresden Hbf,Duisburg Hbf,359.0,False,2.8510360388781235,2.5870950877797454,374.4381311266579,374.4381311266579
Dresden,Düsseldorf,DRS,DUS,489.0,70.0,210.43,140.43,51.05,13.74,51.2333,6.7833,Dresden Hbf,Düsseldorf Hbf,374.0,False,2.8510360388781235,4.00763955017613,390.85867558905426,210.43
Dresden,Essen,,,,,,,,,,,Dresden Hbf,Essen Hbf,345.0,False,2.8510360388781235,0.31813865528361085,358.16917469416177,358.16917469416177
Dresden,Frankfurt,DRS,FRA,386.0,65.0,213.21,148.21,51.05,13.74,50.1106,8.6822,Dresden Hbf,Frankfurt(Main)Hbf,262.0,False,2.8510360388781235,3.4764728210122846,278.32750885989043,213.21
Dresden,Genoa,,,,,,,,,,,Dresden Hbf,Genova Piazza Principe,875.0,False,2.8510360388781235,2.6646692679586454,890.5157053068367,890.5157053068367
Dresden,Hamburg,,,,,,,,,,,Dresden Hbf,Hamburg Hbf,276.0,False,2.8510360388781235,1.316441566346405,290.1674776052245,290.1674776052245
Dresden,Hannover,,,,,,,,,,,Dresden Hbf,Hannover Hbf,215.0,False,2.8510360388781235,4.786629448184535,232.63766548706266,232.63766548706266
Dresden,Kraków,,,,,,,,,,,Dresden Hbf,Krakow Glowny,421.0,False,2.8510360388781235,2.336597225946072,436.1876332648242,436.1876332648242
Dresden,Leipzig,,,,,,,,,,,Dresden Hbf,Leipzig Hbf,69.0,True,2.8510360388781235,1.875769965295063,83.72680600417318,83.72680600417318
Dresden,Ljubljana,,,,,,,,,,,Dresden Hbf,Ljubljana,667.0,False,2.8510360388781235,2.321449509647903,682.172485548526,682.172485548526
Dresden,Luxembourg,,,,,,,,,,,Dresden Hbf,Luxembourg,508.0,False,2.8510360388781235,3.2276729444989756,524.078708983377,524.078708983377
Dresden,Lyon,,,,,,,,,,,Dresden Hbf,Lyon Part Dieu,636.0,False,2.8510360388781235,3.7248506527149634,652.575886691593,652.575886691593
Dresden,Marseille,,,,,,,,,,,Dresden Hbf,Marseille-St-Charles,744.0,False,2.8510360388781235,3.0494630085437278,759.9004990474218,759.9004990474218
Dresden,Milan,,,,,,,,,,,Dresden Hbf,Milano Porta Garibaldi,760.0,False,2.8510360388781235,4.707315782392735,777.5583518212708,777.5583518212708
Dresden,Munich,DRS,MUC,339.0,55.0,230.86,175.86,51.05,13.74,48.1375,11.575,Dresden Hbf,München Hbf,266.0,False,2.8510360388781235,3.0560823139438047,281.90711835282195,230.86
Dresden,Nuremberg,,,,,,,,,,,Dresden Hbf,Nürnberg Hbf,191.0,False,2.8510360388781235,2.407122595922898,206.25815863480102,206.25815863480102
Dresden,Poznań,,,,,,,,,,,Dresden Hbf,Poznan Glowny,280.0,False,2.8510360388781235,4.065435329407926,296.91647136828607,296.91647136828607
Dresden,Prague,,,,,,,,,,,Dresden Hbf,Praha hl.n.,135.0,False,2.8510360388781235,2.772415453338628,150.62345149221676,150.62345149221676
Dresden,Rome,,,,,,,,,,,Dresden Hbf,Roma Tiburtina,1058.0,False,2.8510360388781235,10.76586299605856,1081.6168990349368,1081.6168990349368
Dresden,Rotterdam,,,,,,,,,,,Dresden Hbf,Rotterdam Centraal,527.0,False,2.8510360388781235,2.249226316777232,542.1002623556553,542.1002623556553
Dresden,Stockholm,,,,,,,,,,,Dresden Hbf,Stockholm Central,1101.0,False,2.8510360388781235,1.5022922376589065,1115.353328276537,1115.353328276537
Dresden,Stuttgart,,,,,,,,,,,Dresden Hbf,Stuttgart Hbf,342.0,False,2.8510360388781235,2.002376007570269,356.8534120464484,356.8534120464484
Dresden,Tilburg,,,,,,,,,,,Dresden Hbf,Tilburg,531.0,False,2.8510360388781235,2.8326204398011785,546.6836564786793,546.6836564786793
Dresden,Toulouse,,,,,,,,,,,Dresden Hbf,Toulouse-Matabiau,1093.0,False,2.8510360388781235,2.6617812245934145,1108.5128172634716,1108.5128172634716
Dresden,Turin,,,,,,,,,,,Dresden Hbf,Torino Porta Susa,872.0,False,2.8510360388781235,2.8476007865249664,887.698636825403,887.698636825403
Dresden,Vienna,,,,,,,,,,,Dresden Hbf,Wien Hbf,399.0,False,2.8510360388781235,6.245212775155993,418.09624881403414,418.09624881403414
Dresden,Warsaw,,,,,,,,,,,Dresden Hbf,Warszawa Centralna,445.0,False,2.8510360388781235,1.3212540896707794,459.1722901285489,459.1722901285489
Dresden,Wrocław,,,,,,,,,,,Dresden Hbf,Wroclaw Glowny,210.0,False,2.8510360388781235,3.2731677390709937,226.12420377794913,226.12420377794913
Dresden,Zagreb,,,,,,,,,,,Dresden Hbf,Zagreb Glavni kolodvor,978.0,False,2.8510360388781235,2.3224288673449607,993.173464906223,993.173464906223
Duisburg,Amsterdam,,,,,,,,,,,Duisburg Hbf,Amsterdam Centraal,124.0,False,2.5870950877797454,1.9520337879727412,138.53912887575248,138.53912887575248
Duisburg,Antwerp,,,,,,,,,,,Duisburg Hbf,Antwerpen Centraal,185.0,False,2.5870950877797454,3.5284359653773953,201.11553105315713,201.11553105315713
Duisburg,Barcelona,,,,,,,,,,,Duisburg Hbf,Barcelona Sants,761.0,False,2.5870950877797454,7.388093774297752,780.9751888620775,780.9751888620775
Duisburg,Berlin,,,,,,,,,,,Duisburg Hbf,Berlin Hbf,248.0,False,2.5870950877797454,5.947266480604848,266.5343615683846,266.5343615683846
Duisburg,Bordeaux,,,,,,,,,,,Duisburg Hbf,Bordeaux-St-Jean,452.0,True,2.5870950877797454,5.811588377462907,470.39868346524264,470.39868346524264
Duisburg,Bratislava,,,,,,,,,,,Duisburg Hbf,Bratislava hl.st.,597.0,False,2.5870950877797454,4.046858342350235,613.63395343013,613.63395343013
Duisburg,Bremen,,,,,,,,,,,Duisburg Hbf,Bremen Hbf,147.0,False,2.5870950877797454,2.309271364404068,161.8963664521838,161.8963664521838
Duisburg,Brussels,,,,,,,,,,,Duisburg Hbf,Bruxelles Midi,173.0,False,2.5870950877797454,4.14169289941754,189.72878798719728,189.72878798719728
Duisburg,Budapest,,,,,,,,,,,Duisburg Hbf,Budapest-Nyugati,721.0,False,2.5870950877797454,4.980157462200125,738.5672525499799,738.5672525499799
Duisburg,Copenhagen,,,,,,,,,,,Duisburg Hbf,Koebenhavns Lufthavn st,553.0,False,2.5870950877797454,17.4069941581493,582.994089245929,582.994089245929
Duisburg,Dortmund,,,,,,,,,,,Duisburg Hbf,Dortmund Hbf,36.0,False,2.5870950877797454,1.460615015563283,50.04771010334303,50.04771010334303
Duisburg,Dresden,,,,,,,,,,,Duisburg Hbf,Dresden Hbf,361.0,False,2.5870950877797454,2.8510360388781235,376.4381311266579,376.4381311266579
Duisburg,Düsseldorf,,,,,,,,,,,Duisburg Hbf,Düsseldorf Hbf,12.0,False,2.5870950877797454,4.00763955017613,28.594734637955874,28.594734637955874
Duisburg,Essen,,,,,,,,,,,Duisburg Hbf,Essen Hbf,12.0,False,2.5870950877797454,0.31813865528361085,24.905233743063356,24.905233743063356
Duisburg,Frankfurt,,,,,,,,,,,Duisburg Hbf,Frankfurt(Main)Hbf,103.0,True,2.5870950877797454,3.4764728210122846,119.06356790879202,119.06356790879202
Duisburg,Genoa,,,,,,,,,,,Duisburg Hbf,Genova Piazza Principe,691.0,False,2.5870950877797454,2.6646692679586454,706.2517643557384,706.2517643557384
Duisburg,Hamburg,,,,,,,,,,,Duisburg Hbf,Hamburg Hbf,179.0,True,2.5870950877797454,1.316441566346405,192.90353665412616,192.90353665412616
Duisburg,Hannover,,,,,,,,,,,Duisburg Hbf,Hannover Hbf,141.0,True,2.5870950877797454,4.786629448184535,158.37372453596427,158.37372453596427
