from_city_name,from_airport_code,to_city_name,to_airport_code,distance_km,flight_duration_minutes,total_journey_time_mins
Paris,BVA,Vienna,VIE,1070,115,364.82
Paris,BVA,Budapest,BUD,1285,130,379.63
Paris,BVA,Madrid,MAD,1091,130,375.38
Paris,BVA,Palermo,PMO,1529,145,403.68
Paris,BVA,Poznan,POZ,1083,115,349.64
Paris,BVA,Sofia,SOF,1803,160,394.46
Paris,BVA,Vilnius,VNO,1681,160,391.29
Paris,BVA,Copenhagen,CPH,989,115,349.76
Paris,BVA,Malta,MLA,1815,170,402.35
Paris,BVA,Malaga,AGP,1517,155,390.81
Paris,BVA,Sevilla,SVQ,1484,150,387.08
Paris,BVA,Zagreb,ZAG,1125,120,360.45
Paris,BVA,Prague,PRG,877,100,340.78
Paris,BVA,Valencia,VLC,1126,120,356.95
Paris,BVA,Larnaca,LCA,3032,255,539.2
Paris,BVA,Stockholm,ARN,1520,150,428.64
Paris,BVA,Helsinki,HEL,1883,175,423.59
Paris,BVA,Naples,NAP,1347,135,369.19
Paris,BVA,Zaragoza,ZAZ,899,105,344.58
Paris,BVA,Riga,RIX,1670,155,391.29
Paris,BVA,Turin,TRN,632,85,328.05
Paris,CDG,Barcelona,BCN,856,110,282.28
Paris,CDG,Frankfurt,FRA,450,80,249.44
Paris,CDG,Amsterdam,AMS,399,85,255.93
Paris,CDG,Rome,FCO,1101,125,312.18
Paris,CDG,Athens,ATH,2110,190,373.74
Paris,CDG,Milan,MXP,596,90,305.81
Paris,CDG,Madrid,MAD,1062,130,305.38
Paris,CDG,Munich,MUC,682,90,287.09
Paris,CDG,Copenhagen,CPH,1006,110,274.76
Paris,CDG,Milan,LIN,642,90,254.41
Paris,CDG,Toulouse,TLS,604,80,243.36
Paris,CDG,Dublin,DUB,787,110,276.93
Paris,CDG,Berlin,BER,857,105,286.39
Paris,CDG,Vienna,VIE,1036,115,294.82
Paris,CDG,Marseille,MRS,651,85,269.09
Paris,CDG,Warsaw,WAW,1346,135,299.52
Paris,CDG,Bordeaux,BOD,526,75,243.46
Paris,CDG,Lisbon,LIS,1471,160,321.91
Paris,CDG,Lyon,LYS,411,65,247.64
Paris,CDG,Helsinki,HEL,1900,180,358.59
Paris,CDG,Stockholm,ARN,1542,150,358.64
Paris,CDG,Prague,PRG,854,100,270.78
Paris,CDG,Hamburg,HAM,730,95,262.5
Paris,CDG,Bucharest,OTP,1853,175,352.27
Paris,CDG,Dusseldorf,DUS,392,75,236.66
Paris,CDG,Malaga,AGP,1484,155,320.81
Paris,CDG,Naples,NAP,1289,135,299.19
Paris,CDG,Turin,TRN,572,85,258.05
Paris,CDG,Hanover,HAJ,632,90,259.53
Paris,CDG,Valencia,VLC,1084,120,286.94
Paris,CDG,Sevilla,SVQ,1456,155,322.08
Paris,CDG,Luxembourg,LUX,273,60,222.92
Paris,CDG,Budapest,BUD,1250,130,309.63
Paris,CDG,Stuttgart,STR,487,75,243.48
Paris,CDG,Brussels,BRU,251,55,225.09
Paris,CDG,Gothenburg,GOT,1159,125,308.9
Paris,CDG,Zagreb,ZAG,1080,110,280.45
Paris,CDG,Krakow,KRK,1249,135,304.47
Paris,CDG,Malta,MLA,1755,165,327.35
Paris,CDG,Nuremberg,NUE,621,85,245.65
Paris,CDG,Palermo,PMO,1469,145,333.67
Paris,CDG,Riga,RIX,1676,160,326.29
Paris,CDG,Sofia,SOF,1757,165,329.46
Paris,CDG,Ljubljana,LJU,944,110,294.47
Paris,CDG,Las Palmas,LPA,2799,263,450.04
Paris,CDG,Tallinn,TLL,1841,170,329.61
Paris,CDG,Vilnius,VNO,1677,160,321.29
Paris,CDG,Larnaca,LCA,2983,250,464.2
Paris,CDG,Milan,BGY,653,90,311.93
Cologne,CGN,Munich,MUC,438,65,248.44
Cologne,CGN,Vienna,VIE,748,90,256.17
Cologne,CGN,Berlin,BER,471,70,237.74
Cologne,CGN,Barcelona,BCN,1132,130,288.63
Cologne,CGN,Malaga,AGP,1829,180,332.16
Cologne,CGN,Rome,FCO,1083,120,293.52
Cologne,CGN,Hamburg,HAM,364,60,213.85
Cologne,CGN,Lisbon,LIS,1852,190,338.26
Cologne,CGN,Milan,BGY,610,90,298.28
Cologne,CGN,Valencia,VLC,1397,150,303.29
Cologne,CGN,Las Palmas,LPA,3174,280,453.39
Cologne,CGN,Milan,MXP,595,85,287.16
Cologne,CGN,Palermo,PMO,1487,145,320.02
Cologne,CGN,Athens,ATH,1956,175,345.09
Cologne,CGN,Sofia,SOF,1536,145,295.81
Cologne,CGN,Zagreb,ZAG,874,95,251.8
Cologne,CGN,Stockholm,ARN,1190,123,317.99
Cologne,CGN,Budapest,BUD,963,100,265.98
Cologne,CGN,Dublin,DUB,956,120,273.28
Cologne,CGN,Malta,MLA,1771,165,313.7
Cologne,CGN,Naples,NAP,1240,125,275.54
Cologne,CGN,Larnaca,LCA,2774,230,430.55
Cologne,CGN,Prague,PRG,513,70,227.13
Cologne,CGN,Riga,RIX,1291,130,282.64
Cologne,CGN,Sevilla,SVQ,1816,175,328.43
Cologne,CGN,Copenhagen,CPH,644,85,236.11
Rome,CIA,Budapest,BUD,819,100,266.38
Rome,CIA,Bucharest,OTP,1137,125,289.03
Rome,CIA,Brussels,CRL,1148,130,336.19
Rome,CIA,Krakow,KRK,1075,120,276.22
Rome,CIA,Sofia,SOF,898,105,256.21
Rome,CIA,Poznan,POZ,1222,130,281.39
Rome,CIA,Sevilla,SVQ,1656,165,318.83
Rome,CIA,Riga,RIX,1868,180,333.04
Rome,CIA,Tallinn,TLL,2133,195,341.37
Rome,CIA,Vilnius,VNO,1705,170,318.04
Rome,CIA,Bratislava,BTS,795,100,252.94
Rome,CIA,Prague,PRG,932,110,267.53
Copenhagen,CPH,Stockholm,ARN,547,75,260.54
Copenhagen,CPH,Amsterdam,AMS,635,85,232.83
Copenhagen,CPH,Paris,CDG,1006,120,284.76
Copenhagen,CPH,Helsinki,HEL,894,95,250.49
Copenhagen,CPH,Warsaw,WAW,668,80,221.42
Copenhagen,CPH,Munich,MUC,811,95,268.99
Copenhagen,CPH,Brussels,BRU,756,90,236.99
Copenhagen,CPH,Frankfurt,FRA,678,95,241.34
Copenhagen,CPH,Berlin,BER,367,65,223.29
Copenhagen,CPH,Dusseldorf,DUS,621,80,218.56
Copenhagen,CPH,Vienna,VIE,877,105,261.72
Copenhagen,CPH,Milan,MXP,1146,125,317.71
Copenhagen,CPH,Barcelona,BCN,1769,180,329.18
Copenhagen,CPH,Malaga,AGP,2473,230,372.71
Copenhagen,CPH,Hamburg,HAM,280,60,204.4
Copenhagen,CPH,Rome,FCO,1538,155,319.08
Copenhagen,CPH,Prague,PRG,624,80,227.68
Copenhagen,CPH,Gothenburg,GOT,227,50,210.8
Copenhagen,CPH,Athens,ATH,2141,190,350.64
Copenhagen,CPH,Budapest,BUD,1019,110,266.53
Copenhagen,CPH,Dublin,DUB,1243,140,283.83
Copenhagen,CPH,Riga,RIX,715,85,228.19
Copenhagen,CPH,Vilnius,VNO,811,90,228.19
Copenhagen,CPH,Lisbon,LIS,2475,235,373.81
Copenhagen,CPH,Milan,BGY,1127,125,323.83
Copenhagen,CPH,Madrid,MAD,2061,190,342.28
Copenhagen,CPH,Stuttgart,STR,807,95,240.38
Copenhagen,CPH,Krakow,KRK,782,90,236.37
Copenhagen,CPH,Luxembourg,LUX,796,110,249.82
Copenhagen,CPH,Sofia,SOF,1635,165,306.36
Copenhagen,CPH,Hanover,HAJ,402,75,221.43
Copenhagen,CPH,Naples,NAP,1643,160,301.09
Copenhagen,CPH,Tallinn,TLL,839,90,226.51
Copenhagen,CPH,Bucharest,OTP,1555,155,309.17
Copenhagen,CPH,Poznan,POZ,450,70,211.53
Copenhagen,CPH,Zagreb,ZAG,1126,110,257.35
Copenhagen,CPH,Paris,BVA,989,115,349.76
Copenhagen,CPH,Eindhoven,EIN,667,85,251.35
Copenhagen,CPH,Paris,ORY,1039,130,282.26
Copenhagen,CPH,Palermo,PMO,1939,180,345.57
Copenhagen,CPH,Larnaca,LCA,2809,235,426.1
Copenhagen,CPH,Dusseldorf,NRN,620,85,305.63
Copenhagen,CPH,Las Palmas,LPA,3805,330,493.94
Copenhagen,CPH,Marseille,MRS,1456,155,315.99
Copenhagen,CPH,Cologne,CGN,644,90,241.11
Copenhagen,CPH,Toulouse,TLS,1559,155,295.26
Copenhagen,CPH,Ljubljana,LJU,1053,110,271.37
Copenhagen,CPH,Lyon,LYS,1223,135,294.54
Copenhagen,CPH,Malta,MLA,2202,195,334.25
Copenhagen,CPH,Bordeaux,BOD,1527,160,305.36
Copenhagen,CPH,Turin,TRN,1213,135,284.95
Copenhagen,CPH,Valencia,VLC,2040,190,333.84
Copenhagen,CPH,Genoa,GOA,1276,130,270.62
Copenhagen,CPH,Sevilla,SVQ,2457,220,363.98
Brussels,CRL,Milan,BGY,660,90,343.51
Brussels,CRL,Bucharest,OTP,1747,165,373.86
Brussels,CRL,Budapest,BUD,1133,120,331.21
Brussels,CRL,Marseille,MRS,782,105,320.67
Brussels,CRL,Lisbon,LIS,1682,170,363.5
Brussels,CRL,Malaga,AGP,1690,165,362.39
Brussels,CRL,Barcelona,BCN,1034,115,318.87
Brussels,CRL,Sofia,SOF,1683,160,356.04
Brussels,CRL,Warsaw,WAW,1164,120,316.1
Brussels,CRL,Athens,ATH,2077,185,400.32
Brussels,CRL,Rome,CIA,1148,120,326.19
Brussels,CRL,Krakow,KRK,1092,120,321.05
Brussels,CRL,Naples,NAP,1308,135,330.77
Brussels,CRL,Prague,PRG,699,90,292.36
Brussels,CRL,Turin,TRN,632,90,294.64
Brussels,CRL,Valencia,VLC,1278,135,333.53
Brussels,CRL,Malta,MLA,1813,165,358.93
Brussels,CRL,Zagreb,ZAG,1010,110,312.03
Brussels,CRL,Vienna,VIE,917,105,316.4
Brussels,CRL,Bordeaux,BOD,735,90,290.04
Brussels,CRL,Madrid,MAD,1271,145,351.96
Brussels,CRL,Sevilla,SVQ,1666,160,358.66
Brussels,CRL,Toulouse,TLS,794,100,294.95
Brussels,CRL,Palermo,PMO,1525,145,365.26
Brussels,CRL,Stockholm,ARN,1332,140,380.22
Brussels,CRL,Helsinki,HEL,1688,160,370.17
Brussels,CRL,Bratislava,BTS,960,105,302.78
Brussels,CRL,Dublin,DUB,805,105,303.51
Brussels,CRL,Poznan,POZ,886,100,296.22
Brussels,CRL,Gothenburg,GOT,951,110,325.49
Brussels,CRL,Riga,RIX,1469,143,340.87
Brussels,CRL,Zaragoza,ZAZ,1064,120,321.16
Brussels,CRL,Genoa,GOA,749,95,290.3
Brussels,CRL,Las Palmas,LPA,3010,270,488.62
Dresden,DRS,Frankfurt,FRA,386,65,213.21
Dresden,DRS,Munich,MUC,339,55,230.86
Dresden,DRS,Dusseldorf,DUS,489,70,210.43
Dortmund,DTM,Munich,MUC,462,65,243.51
Dortmund,DTM,Bucharest,OTP,1572,155,313.69
Dortmund,DTM,Sofia,SOF,1544,150,295.88
Dortmund,DTM,Malaga,AGP,1906,175,322.22
Dortmund,DTM,Budapest,BUD,956,110,271.04
Dortmund,DTM,Rome,FCO,1136,130,298.59
Dortmund,DTM,Krakow,KRK,872,95,245.88
Dortmund,DTM,Vilnius,VNO,1230,123,265.71
Dublin,DUB,Amsterdam,AMS,750,100,250.0
Dublin,DUB,Paris,CDG,787,110,276.93
Dublin,DUB,Malaga,AGP,1866,180,324.87
Dublin,DUB,Barcelona,BCN,1484,153,304.35
Dublin,DUB,Frankfurt,FRA,1087,120,268.51
Dublin,DUB,Lisbon,LIS,1644,170,310.98
Dublin,DUB,Rome,FCO,1888,185,351.24
Dublin,DUB,Madrid,MAD,1452,160,314.45
Dublin,DUB,Brussels,BRU,785,105,254.16
Dublin,DUB,Berlin,BER,1329,135,295.46
Dublin,DUB,Munich,MUC,1383,140,316.16
Dublin,DUB,Paris,BVA,728,95,331.93
Dublin,DUB,Copenhagen,CPH,1243,130,273.83
Dublin,DUB,Dusseldorf,DUS,916,105,245.73
Dublin,DUB,Milan,BGY,1435,150,351.0
Dublin,DUB,Vienna,VIE,1704,170,328.88
Dublin,DUB,Hamburg,HAM,1075,120,266.57
Dublin,DUB,Naples,NAP,2076,195,338.25
Dublin,DUB,Stockholm,ARN,1628,160,347.71
Dublin,DUB,Bordeaux,BOD,1037,125,272.52
Dublin,DUB,Milan,MXP,1382,160,354.88
Dublin,DUB,Prague,PRG,1457,145,294.85
Dublin,DUB,Athens,ATH,2879,250,412.8
Dublin,DUB,Budapest,BUD,1918,175,333.69
Dublin,DUB,Helsinki,HEL,2028,185,342.66
Dublin,DUB,Las Palmas,LPA,2929,265,431.11
Dublin,DUB,Luxembourg,LUX,960,110,251.99
Dublin,DUB,Lyon,LYS,1182,135,296.7
Dublin,DUB,Krakow,KRK,1825,170,318.53
Dublin,DUB,Paris,ORY,797,115,269.43
Dublin,DUB,Marseille,MRS,1393,150,313.15
Dublin,DUB,Riga,RIX,1947,175,320.35
Dublin,DUB,Toulouse,TLS,1224,135,277.43
Dublin,DUB,Milan,LIN,1427,160,303.47
Dublin,DUB,Valencia,VLC,1609,158,304.01
Dublin,DUB,Bucharest,OTP,2534,225,381.34
Dublin,DUB,Poznan,POZ,1549,150,293.7
Dublin,DUB,Zagreb,ZAG,1815,165,314.52
Dublin,DUB,Bratislava,BTS,1744,160,305.26
Dublin,DUB,Palermo,PMO,2250,205,372.74
Dublin,DUB,Sevilla,SVQ,1778,175,321.15
Dublin,DUB,Vilnius,VNO,2052,188,328.36
Dublin,DUB,Cologne,CGN,956,115,268.28
Dublin,DUB,Brussels,CRL,805,100,298.51
Dublin,DUB,Eindhoven,EIN,819,98,266.51
Dublin,DUB,Malta,MLA,2534,225,366.41
Dublin,DUB,Tallinn,TLL,2006,190,328.68
Dublin,DUB,Turin,TRN,1359,145,297.12
Dublin,DUB,Warsaw,WAW,1829,170,313.58
Dublin,DUB,Sofia,SOF,2486,210,353.53
Dusseldorf,DUS,Munich,MUC,486,70,240.9
Dusseldorf,DUS,Vienna,VIE,788,95,248.62
Dusseldorf,DUS,Copenhagen,CPH,621,80,218.56
Dusseldorf,DUS,Paris,CDG,392,80,241.66
Dusseldorf,DUS,Amsterdam,AMS,179,55,199.74
Dusseldorf,DUS,Frankfurt,FRA,187,55,198.25
Dusseldorf,DUS,Barcelona,BCN,1165,130,276.09
Dusseldorf,DUS,Berlin,BER,479,70,225.19
Dusseldorf,DUS,Madrid,MAD,1439,160,309.19
Dusseldorf,DUS,Helsinki,HEL,1512,145,297.4
Dusseldorf,DUS,Lisbon,LIS,1863,185,320.72
Dusseldorf,DUS,Warsaw,WAW,985,105,243.32
Dusseldorf,DUS,Malaga,AGP,1852,185,324.61
Dusseldorf,DUS,Stockholm,ARN,1166,120,302.44
Dusseldorf,DUS,Athens,ATH,2004,180,337.54
Dusseldorf,DUS,Dublin,DUB,916,110,250.73
Dusseldorf,DUS,Hamburg,HAM,342,60,201.31
Dusseldorf,DUS,Milan,MXP,644,95,284.62
Dusseldorf,DUS,Rome,FCO,1134,120,280.98
Dusseldorf,DUS,Las Palmas,LPA,3188,285,445.84
Dusseldorf,DUS,Milan,LIN,673,90,228.21
Dusseldorf,DUS,Prague,PRG,545,80,224.58
Dusseldorf,DUS,Budapest,BUD,1001,110,263.43
Dusseldorf,DUS,Gothenburg,GOT,795,90,247.71
Dusseldorf,DUS,Lyon,LYS,630,90,246.44
Dusseldorf,DUS,Naples,NAP,1291,135,272.99
Dusseldorf,DUS,Valencia,VLC,1425,150,290.75
Dusseldorf,DUS,Dresden,DRS,489,70,210.43
Dusseldorf,DUS,Krakow,KRK,929,105,248.27
Dusseldorf,DUS,Riga,RIX,1284,125,265.09
Dusseldorf,DUS,Milan,BGY,660,90,285.73
Dusseldorf,DUS,Malta,MLA,1821,170,306.15
Dusseldorf,DUS,Bucharest,OTP,1617,155,306.08
Dusseldorf,DUS,Larnaca,LCA,2818,235,423.0
Dusseldorf,DUS,Leipzig/Halle,LEJ,380,65,213.6
Dusseldorf,DUS,Marseille,MRS,878,105,262.89
Dusseldorf,DUS,Bordeaux,BOD,906,110,252.26
Dusseldorf,DUS,Palermo,PMO,1537,150,312.48
Dusseldorf,DUS,Zagreb,ZAG,921,100,244.26
Dusseldorf,DUS,Hanover,HAJ,240,50,193.33
Dusseldorf,DUS,Genoa,GOA,778,95,232.53
Dusseldorf,DUS,Vilnius,VNO,1294,138,273.09
Eindhoven,EIN,Malaga,AGP,1819,175,342.4
Eindhoven,EIN,Valencia,VLC,1405,140,308.53
Eindhoven,EIN,Rome,FCO,1194,125,313.76
Eindhoven,EIN,Sofia,SOF,1673,155,321.05
Eindhoven,EIN,Budapest,BUD,1098,115,296.21
Eindhoven,EIN,Barcelona,BCN,1156,125,298.87
Eindhoven,EIN,Milan,BGY,718,95,318.52
Eindhoven,EIN,Krakow,KRK,1025,110,281.06
Eindhoven,EIN,Lisbon,LIS,1807,180,343.5
Eindhoven,EIN,Bucharest,OTP,1714,160,338.86
Eindhoven,EIN,Warsaw,WAW,1075,110,276.11
Eindhoven,EIN,Sevilla,SVQ,1795,165,333.67
Eindhoven,EIN,Vilnius,VNO,1374,130,292.88
Eindhoven,EIN,Athens,ATH,2090,185,370.33
Eindhoven,EIN,Copenhagen,CPH,667,85,251.35
Eindhoven,EIN,Las Palmas,LPA,3137,275,463.63
Eindhoven,EIN,Bratislava,BTS,924,105,272.78
Eindhoven,EIN,Dublin,DUB,819,105,273.51
Eindhoven,EIN,Prague,PRG,643,80,252.37
Eindhoven,EIN,Zagreb,ZAG,1010,110,282.04
Eindhoven,EIN,Malta,MLA,1879,175,338.93
Eindhoven,EIN,Marseille,MRS,891,105,290.67
Eindhoven,EIN,Naples,NAP,1359,135,300.78
Eindhoven,EIN,Vienna,VIE,884,100,281.41
Eindhoven,EIN,Madrid,MAD,1400,155,331.97
Rome,FCO,Palermo,PMO,407,70,257.99
Rome,FCO,Madrid,MAD,1333,155,329.7
Rome,FCO,Barcelona,BCN,850,110,281.6
Rome,FCO,Milan,LIN,472,70,233.72
Rome,FCO,Paris,CDG,1101,130,317.18
Rome,FCO,Paris,ORY,1092,135,309.68
Rome,FCO,Athens,ATH,1087,120,303.05
Rome,FCO,Frankfurt,FRA,960,120,288.76
Rome,FCO,Amsterdam,AMS,1298,150,320.25
Rome,FCO,Munich,MUC,729,95,291.41
Rome,FCO,Lisbon,LIS,1843,190,351.23
Rome,FCO,Brussels,BRU,1173,135,304.41
Rome,FCO,Vienna,VIE,780,105,284.13
Rome,FCO,Malta,MLA,688,95,256.66
Rome,FCO,Berlin,BER,1179,130,310.71
Rome,FCO,Dublin,DUB,1888,200,366.24
Rome,FCO,Turin,TRN,530,75,247.37
Rome,FCO,Copenhagen,CPH,1538,155,319.08
Rome,FCO,Valencia,VLC,1105,130,296.26
Rome,FCO,Genoa,GOA,401,65,228.04
Rome,FCO,Naples,NAP,198,55,218.5
Rome,FCO,Prague,PRG,936,110,280.1
Rome,FCO,Malaga,AGP,1549,165,330.12
Rome,FCO,Warsaw,WAW,1328,150,313.83
Rome,FCO,Bucharest,OTP,1164,135,311.59
Rome,FCO,Lyon,LYS,723,95,276.95
Rome,FCO,Sofia,SOF,926,110,273.78
Rome,FCO,Stockholm,ARN,2024,190,397.96
Rome,FCO,Dusseldorf,DUS,1134,130,290.98
Rome,FCO,Helsinki,HEL,2236,205,382.91
Rome,FCO,Budapest,BUD,837,110,288.94
Rome,FCO,Paris,BVA,1160,135,392.18
Rome,FCO,Eindhoven,EIN,1194,135,323.76
Rome,FCO,Cologne,CGN,1083,125,298.52
Rome,FCO,Marseille,MRS,604,90,273.4
Rome,FCO,Milan,MXP,512,75,290.13
Rome,FCO,Sevilla,SVQ,1628,165,331.4
Rome,FCO,Hamburg,HAM,1326,145,311.82
Rome,FCO,Luxembourg,LUX,989,115,277.24
Rome,FCO,Stuttgart,STR,802,100,267.8
Rome,FCO,Vilnius,VNO,1719,170,330.61
Rome,FCO,Milan,BGY,476,80,301.24
Rome,FCO,Gothenburg,GOT,1765,170,353.22
Rome,FCO,Larnaca,LCA,2012,185,398.52
Rome,FCO,Krakow,KRK,1089,130,298.78
Rome,FCO,Riga,RIX,1879,180,345.6
Rome,FCO,Toulouse,TLS,913,115,277.68
Rome,FCO,Zagreb,ZAG,534,85,254.77
Rome,FCO,Hanover,HAJ,1201,125,293.84
Rome,FCO,Rotterdam,RTM,1274,145,305.03
Rome,FCO,Dortmund,DTM,1136,135,303.59
Rome,FCO,Bordeaux,BOD,1102,125,292.77
Rome,FCO,Warsaw,RDO,1266,140,435.04
Rome,FCO,Las Palmas,LPA,2938,270,456.36
Rome,FCO,Nuremberg,NUE,860,105,264.96
Frankfurt,FRA,Berlin,BER,430,70,232.97
Frankfurt,FRA,Hamburg,HAM,410,65,214.08
Frankfurt,FRA,Vienna,VIE,621,85,246.4
Frankfurt,FRA,Paris,CDG,450,75,244.44
Frankfurt,FRA,Munich,MUC,300,55,233.68
Frankfurt,FRA,Amsterdam,AMS,366,75,227.51
Frankfurt,FRA,Madrid,MAD,1423,165,321.96
Frankfurt,FRA,Milan,LIN,512,70,215.99
Frankfurt,FRA,Barcelona,BCN,1094,125,278.87
Frankfurt,FRA,Rome,FCO,960,110,278.76
Frankfurt,FRA,Brussels,BRU,305,60,211.68
Frankfurt,FRA,Lisbon,LIS,1877,190,333.5
Frankfurt,FRA,Athens,ATH,1818,170,335.32
Frankfurt,FRA,Warsaw,WAW,898,100,246.1
Frankfurt,FRA,Copenhagen,CPH,678,85,231.34
Frankfurt,FRA,Dublin,DUB,1087,130,278.51
Frankfurt,FRA,Milan,MXP,491,75,272.39
Frankfurt,FRA,Stockholm,ARN,1223,125,315.22
Frankfurt,FRA,Luxembourg,LUX,176,50,194.51
Frankfurt,FRA,Dusseldorf,DUS,187,50,193.25
Frankfurt,FRA,Gothenburg,GOT,882,95,260.49
Frankfurt,FRA,Leipzig/Halle,LEJ,299,55,211.38
Frankfurt,FRA,Prague,PRG,407,60,212.36
Frankfurt,FRA,Stuttgart,STR,157,40,190.06
Frankfurt,FRA,Budapest,BUD,837,95,256.21
Frankfurt,FRA,Helsinki,HEL,1539,145,305.17
Frankfurt,FRA,Zagreb,ZAG,736,80,232.03
Frankfurt,FRA,Krakow,KRK,802,95,246.05
Frankfurt,FRA,Bremen,BRE,334,55,194.91
Frankfurt,FRA,Nuremberg,NUE,190,40,182.23
Frankfurt,FRA,Hanover,HAJ,279,50,201.11
Frankfurt,FRA,Bucharest,OTP,1452,140,298.86
Frankfurt,FRA,Sofia,SOF,1400,135,281.04
Frankfurt,FRA,Dresden,DRS,386,60,208.21
Frankfurt,FRA,Lyon,LYS,547,75,239.22
Frankfurt,FRA,Malaga,AGP,1818,180,327.39
Frankfurt,FRA,Toulouse,TLS,899,105,249.95
Frankfurt,FRA,Tallinn,TLL,1468,140,281.2
Frankfurt,FRA,Ljubljana,LJU,609,70,236.05
Frankfurt,FRA,Malta,MLA,1648,155,298.93
Frankfurt,FRA,Poznan,POZ,633,75,221.22
Frankfurt,FRA,Riga,RIX,1272,125,272.87
Frankfurt,FRA,Naples,NAP,1111,120,265.77
Frankfurt,FRA,Marseille,MRS,777,95,260.67
Frankfurt,FRA,Vilnius,VNO,1243,125,267.87
Frankfurt,FRA,Valencia,VLC,1372,145,293.53
Frankfurt,FRA,Turin,TRN,544,80,234.64
Frankfurt,FRA,Bordeaux,BOD,907,105,255.04
Frankfurt,FRA,Larnaca,LCA,2638,225,420.78
Frankfurt,FRA,Las Palmas,LPA,3186,280,448.62
Frankfurt,FRA,Sevilla,SVQ,1817,175,323.66
Frankfurt,FRA,Palermo,PMO,1366,135,305.26
Frankfurt,FRA,Genoa,GOA,626,75,220.3
Genoa,GOA,Rome,FCO,401,65,228.04
Genoa,GOA,Amsterdam,AMS,928,115,261.79
Genoa,GOA,Munich,MUC,492,75,247.95
Genoa,GOA,Palermo,PMO,777,90,254.54
Genoa,GOA,Naples,NAP,593,85,225.05
Genoa,GOA,Barcelona,BCN,652,90,238.15
Genoa,GOA,Brussels,CRL,749,100,295.3
Genoa,GOA,Paris,ORY,690,100,251.23
Genoa,GOA,Bucharest,OTP,1367,135,288.14
Genoa,GOA,Copenhagen,CPH,1276,125,265.62
Genoa,GOA,Luxembourg,LUX,613,100,238.78
Genoa,GOA,Frankfurt,FRA,626,85,230.3
Genoa,GOA,Dusseldorf,DUS,778,100,237.53
Gothenburg,GOT,Stockholm,ARN,394,60,264.68
Gothenburg,GOT,Amsterdam,AMS,765,95,261.98
Gothenburg,GOT,Frankfurt,FRA,882,105,270.49
Gothenburg,GOT,Helsinki,HEL,784,115,289.63
Gothenburg,GOT,Stockholm,BMA,379,65,226.28
Gothenburg,GOT,Copenhagen,CPH,227,45,205.8
Gothenburg,GOT,Munich,MUC,1037,110,303.14
Gothenburg,GOT,Paris,CDG,1159,140,323.9
Gothenburg,GOT,Malaga,AGP,2641,230,391.85
Gothenburg,GOT,Brussels,BRU,907,105,271.14
Gothenburg,GOT,Dusseldorf,DUS,795,90,247.71
Gothenburg,GOT,Warsaw,WAW,825,95,255.56
Gothenburg,GOT,Vienna,VIE,1100,110,285.86
Gothenburg,GOT,Rome,FCO,1765,170,353.22
Gothenburg,GOT,Krakow,KRK,977,105,270.51
Gothenburg,GOT,Riga,RIX,708,80,242.33
Gothenburg,GOT,Berlin,BER,595,75,252.43
Gothenburg,GOT,Barcelona,BCN,1959,180,348.33
Gothenburg,GOT,Milan,BGY,1347,140,357.97
Gothenburg,GOT,Budapest,BUD,1231,125,300.67
Gothenburg,GOT,Prague,PRG,851,95,261.82
Gothenburg,GOT,Zagreb,ZAG,1352,135,301.49
Gothenburg,GOT,Hamburg,HAM,471,65,228.54
Gothenburg,GOT,Lyon,LYS,1417,215,393.68
Gothenburg,GOT,Brussels,CRL,951,110,325.49
Gothenburg,GOT,Las Palmas,LPA,3946,335,518.08
Gothenburg,GOT,Athens,ATH,2353,205,384.78
Hanover,HAJ,Munich,MUC,480,70,248.76
Hanover,HAJ,Frankfurt,FRA,279,55,206.11
Hanover,HAJ,Amsterdam,AMS,336,65,217.6
Hanover,HAJ,Vienna,VIE,686,85,246.49
Hanover,HAJ,Paris,CDG,632,95,264.53
Hanover,HAJ,Copenhagen,CPH,402,75,221.43
Hanover,HAJ,Las Palmas,LPA,3424,300,468.71
Hanover,HAJ,Rome,FCO,1201,125,293.84
Hanover,HAJ,Milan,BGY,755,95,298.6
Hanover,HAJ,Malaga,AGP,2076,200,347.48
Hanover,HAJ,Barcelona,BCN,1367,145,298.95
Hanover,HAJ,Naples,NAP,1333,140,285.86
Hanover,HAJ,Athens,ATH,1956,175,340.41
Hanover,HAJ,Larnaca,LCA,2720,230,425.87
Hanover,HAJ,Toulouse,TLS,1159,130,275.03
Hanover,HAJ,Stockholm,ARN,949,110,300.31
Hamburg,HAM,Munich,MUC,600,75,251.73
Hamburg,HAM,Frankfurt,FRA,410,70,219.08
Hamburg,HAM,Vienna,VIE,766,90,249.46
Hamburg,HAM,Stuttgart,STR,552,75,223.12
Hamburg,HAM,Paris,CDG,730,95,262.5
Hamburg,HAM,Amsterdam,AMS,381,70,220.57
Hamburg,HAM,Copenhagen,CPH,280,60,204.4
Hamburg,HAM,Barcelona,BCN,1493,155,306.93
Hamburg,HAM,Helsinki,HEL,1170,110,268.23
Hamburg,HAM,Warsaw,WAW,754,90,234.16
Hamburg,HAM,Brussels,BRU,484,70,219.74
Hamburg,HAM,Lisbon,LIS,2201,225,366.56
Hamburg,HAM,Dusseldorf,DUS,342,55,196.31
Hamburg,HAM,Madrid,MAD,1781,180,335.02
Hamburg,HAM,Dublin,DUB,1075,125,271.57
