origin_id,destination_id,origin_name,destination_name,min_duration_minutes,transfers,trains,check_date
8002549,5100069,Hamburg Hbf,Wroclaw Glowny,419,2,,2026-01-06
8002549,5100081,Hamburg Hbf,Poznan Glowny,341,2,,2026-01-06
8002549,7400002,Hamburg Hbf,Stockholm Central,643,4,,2026-01-06
8002549,7900003,Hamburg Hbf,Ljubljana,737,6,,2026-01-06
8002549,5600207,Hamburg Hbf,Bratislava hl.st.,609,4,,2026-01-06
8003368,8103000,Köln Messe/Deutz Gl.11-12,Wien Hbf,436,2,,2026-01-06
8003368,8800004,Köln Messe/Deutz,Bruxelles Midi,124,2,,2026-01-06
8003368,8800007,Köln Messe/Deutz,Antwerpen Centraal,155,4,,2026-01-06
8003368,5400014,Köln Messe/Deutz Gl.11-12,Praha hl.n.,516,4,,2026-01-06
8003368,8011160,Köln Messe/Deutz,Berlin Hbf,261,2,,2026-01-06
8003368,8000096,Köln Messe/Deutz Gl.11-12,Stuttgart Hbf,122,0,,2026-01-06
8003368,8000261,Köln Messe/Deutz Gl.11-12,München Hbf,249,0,,2026-01-06
8003368,8002549,Köln Messe/Deutz Gl.11-12,Hamburg Hbf,222,2,,2026-01-06
8003368,8000105,Köln Messe/Deutz Gl.11-12,Frankfurt(Main)Hbf,66,0,,2026-01-06
8003368,8000085,Köln Messe/Deutz Gl.11-12,Düsseldorf Hbf,19,0,,2026-01-06
8003368,8010205,Köln Messe/Deutz Gl.11-12,Leipzig Hbf,259,4,,2026-01-06
8003368,8000080,Köln Messe/Deutz,Dortmund Hbf,80,2,,2026-01-06
8003368,8000098,Köln Messe/Deutz Gl.11-12,Essen Hbf,45,0,,2026-01-06
8003368,8000050,Köln Messe/Deutz,Bremen Hbf,193,2,,2026-01-06
8003368,8010085,Köln Messe/Deutz Gl.11-12,Dresden Hbf,345,2,,2026-01-06
8003368,8000152,Köln Messe/Deutz,Hannover Hbf,165,2,,2026-01-06
8003368,8000284,Köln Messe/Deutz Gl.11-12,Nürnberg Hbf,193,0,,2026-01-06
8003368,8000086,Köln Messe/Deutz Gl.11-12,Duisburg Hbf,32,0,,2026-01-06
8003368,8601242,Köln Messe/Deutz Gl.11-12,Koebenhavns Lufthavn st,596,6,,2026-01-06
8003368,7100064,Köln Messe/Deutz,Barcelona Sants,712,6,,2026-01-06
8003368,8700012,Köln Messe/Deutz,Paris Lyon Banlieue,250,6,,2026-01-06
8003368,8700047,Köln Messe/Deutz,Bordeaux-St-Jean,407,4,,2026-01-06
8003368,8700074,Köln Messe/Deutz,Marseille-St-Charles,510,4,,2026-01-06
8003368,8700152,Köln Messe/Deutz,Lyon Part Dieu,389,4,,2026-01-06
8003368,8700065,Köln Messe/Deutz,Toulouse-Matabiau,561,4,,2026-01-06
8003368,7800020,Köln Messe/Deutz,Zagreb Glavni kolodvor,849,4,,2026-01-06
8003368,5500728,Köln Messe/Deutz Gl.11-12,Budapest-Nyugati,678,5,,2026-01-06
8003368,8300262,Köln Messe/Deutz Gl.11-12,Roma Tiburtina,729,8,,2026-01-06
8003368,8300047,Köln Messe/Deutz Gl.11-12,Milano Porta Garibaldi,524,8,,2026-01-06
8003368,8300522,Köln Messe/Deutz Gl.11-12,Torino Porta Susa,604,8,,2026-01-06
8003368,8300153,Köln Messe/Deutz Gl.11-12,Genova Piazza Principe,613,8,,2026-01-06
8003368,8200100,Köln Messe/Deutz,Luxembourg,222,4,,2026-01-06
8003368,8400597,Köln Messe/Deutz,Tilburg,166,6,,2026-01-06
8003368,8400058,Köln Messe/Deutz,Amsterdam Centraal,172,2,,2026-01-06
8003368,8400530,Köln Messe/Deutz,Rotterdam Centraal,183,4,,2026-01-06
8003368,5100065,Köln Messe/Deutz,Warszawa Centralna,623,8,,2026-01-06
8003368,5100028,Köln Messe/Deutz,Krakow Glowny,697,4,,2026-01-06
8003368,5100069,Köln Messe/Deutz Gl.11-12,Wroclaw Glowny,512,4,,2026-01-06
8003368,5100081,Köln Messe/Deutz,Poznan Glowny,478,6,,2026-01-06
8003368,7400002,Köln Messe/Deutz,Stockholm Central,930,6,,2026-01-06
8003368,7900003,Köln Messe/Deutz Gl.11-12,Ljubljana,665,4,,2026-01-06
8003368,5600207,Köln Messe/Deutz Gl.11-12,Bratislava hl.st.,519,4,,2026-01-06
8000105,8103000,Frankfurt(Main)Hbf,Wien Hbf,362,0,,2026-01-06
8000105,8800004,Frankfurt(Main)Hbf,Bruxelles Midi,181,0,,2026-01-06
8000105,8800007,Frankfurt(Main)Hbf,Antwerpen Centraal,212,2,,2026-01-06
8000105,5400014,Frankfurt(Main)Hbf,Praha hl.n.,430,4,,2026-01-06
8000105,8011160,Frankfurt(Main)Hbf,Berlin Hbf,232,0,,2026-01-06
8000105,8000096,Frankfurt(Main)Hbf,Stuttgart Hbf,78,0,,2026-01-06
8000105,8000261,Frankfurt(Main)Hbf,München Hbf,189,0,,2026-01-06
8000105,8002549,Frankfurt(Main)Hbf,Hamburg Hbf,215,0,,2026-01-06
8000105,8003368,Frankfurt(Main)Hbf,Köln Messe/Deutz Gl.11-12,66,0,,2026-01-06
8000105,8000085,Frankfurt(Main)Hbf,Düsseldorf Hbf,88,0,,2026-01-06
8000105,8010205,Frankfurt(Main)Hbf,Leipzig Hbf,174,0,,2026-01-06
8000105,8000080,Frankfurt(Main)Hbf,Dortmund Hbf,149,2,,2026-01-06
8000105,8000098,Frankfurt(Main)Hbf,Essen Hbf,118,0,,2026-01-06
8000105,8000050,Frankfurt(Main)Hbf,Bremen Hbf,228,2,,2026-01-06
8000105,8010085,Frankfurt(Main)Hbf,Dresden Hbf,264,0,,2026-01-06
8000105,8000152,Frankfurt(Main)Hbf,Hannover Hbf,134,0,,2026-01-06
8000105,8000284,Frankfurt(Main)Hbf,Nürnberg Hbf,121,0,,2026-01-06
8000105,8000086,Frankfurt(Main)Hbf,Duisburg Hbf,105,0,,2026-01-06
8000105,8601242,Frankfurt(Main)Hbf,Koebenhavns Lufthavn st,582,4,,2026-01-06
8000105,7100064,Frankfurt(Main)Hbf,Barcelona Sants,750,4,,2026-01-06
8000105,8700012,Frankfurt(Main)Hbf,Paris Lyon Banlieue,264,4,,2026-01-06
8000105,8700047,Frankfurt(Main)Hbf,Bordeaux-St-Jean,414,4,,2026-01-06
8000105,8700074,Frankfurt(Main)Hbf,Marseille-St-Charles,464,0,,2026-01-06
8000105,8700152,Frankfurt(Main)Hbf,Lyon Part Dieu,362,2,,2026-01-06
8000105,8700065,Frankfurt(Main)Hbf,Toulouse-Matabiau,560,4,,2026-01-06
8000105,7800020,Frankfurt(Main)Hbf,Zagreb Glavni kolodvor,803,4,,2026-01-06
8000105,5500728,Frankfurt(Main)Hbf,Budapest-Nyugati,579,7,,2026-01-06
8000105,8300262,Frankfurt(Main)Hbf,Roma Tiburtina,679,9,,2026-01-06
8000105,8300047,Frankfurt(Main)Hbf,Milano Porta Garibaldi,459,8,,2026-01-06
8000105,8300522,Frankfurt(Main)Hbf,Torino Porta Susa,549,8,,2026-01-06
8000105,8300153,Frankfurt(Main)Hbf,Genova Piazza Principe,564,6,,2026-01-06
8000105,8200100,Frankfurt(Main)Hbf,Luxembourg,235,4,,2026-01-06
8000105,8400597,Frankfurt(Main)Hbf,Tilburg,237,6,,2026-01-06
8000105,8400058,Frankfurt(Main)Hbf,Amsterdam Centraal,235,0,,2026-01-06
8000105,8400530,Frankfurt(Main)Hbf,Rotterdam Centraal,246,2,,2026-01-06
8000105,5100065,Frankfurt(Main)Hbf,Warszawa Centralna,583,4,,2026-01-06
8000105,5100028,Frankfurt(Main)Hbf,Krakow Glowny,662,2,,2026-01-06
8000105,5100069,Frankfurt(Main)Hbf,Wroclaw Glowny,431,2,,2026-01-06
8000105,5100081,Frankfurt(Main)Hbf,Poznan Glowny,438,2,,2026-01-06
8000105,7400002,Frankfurt(Main)Hbf,Stockholm Central,889,6,,2026-01-06
8000105,7900003,Frankfurt(Main)Hbf,Ljubljana,552,4,,2026-01-06
8000105,5600207,Frankfurt(Main)Hbf,Bratislava hl.st.,445,2,,2026-01-06
8000085,8103000,Düsseldorf Hbf,Wien Hbf,461,2,,2026-01-06
8000085,8800004,Düsseldorf Hbf,Bruxelles Midi,156,2,,2026-01-06
8000085,8800007,Düsseldorf Hbf,Antwerpen Centraal,188,4,,2026-01-06
8000085,5400014,Düsseldorf Hbf,Praha hl.n.,539,4,,2026-01-06
8000085,8011160,Düsseldorf Hbf,Berlin Hbf,254,2,,2026-01-06
8000085,8000096,Düsseldorf Hbf,Stuttgart Hbf,147,0,,2026-01-06
8000085,8000261,Düsseldorf Hbf,München Hbf,274,0,,2026-01-06
8000085,8002549,Düsseldorf Hbf,Hamburg Hbf,193,0,,2026-01-06
8000085,8003368,Düsseldorf Hbf,Köln Messe/Deutz Gl.11-12,20,0,,2026-01-06
8000085,8000105,Düsseldorf Hbf,Frankfurt(Main)Hbf,89,0,,2026-01-06
8000085,8010205,Düsseldorf Hbf,Leipzig Hbf,282,4,,2026-01-06
8000085,8000080,Düsseldorf Hbf,Dortmund Hbf,47,0,,2026-01-06
8000085,8000098,Düsseldorf Hbf,Essen Hbf,24,0,,2026-01-06
8000085,8000050,Düsseldorf Hbf,Bremen Hbf,160,0,,2026-01-06
8000085,8010085,,,-1,0,,2026-01-06
8000085,8000152,,,-1,0,,2026-01-06
8000085,8000284,,,-1,0,,2026-01-06
8000085,8000086,,,-1,0,,2026-01-06
8000085,8601242,,,-1,0,,2026-01-06
8000085,7100064,,,-1,0,,2026-01-06
8000085,8700012,,,-1,0,,2026-01-06
8000085,8700047,,,-1,0,,2026-01-06
8000085,8700074,,,-1,0,,2026-01-06
8000085,8700152,Düsseldorf Hbf,Lyon Part Dieu,457,6,,2026-01-06
8000085,8700065,Düsseldorf Hbf,Toulouse-Matabiau,589,4,,2026-01-06
8000085,7800020,Düsseldorf Hbf,Zagreb Glavni kolodvor,880,4,,2026-01-06
8000085,5500728,Düsseldorf Hbf,Budapest-Nyugati,703,5,,2026-01-06
8000085,8300262,Düsseldorf Hbf,Roma Tiburtina,754,8,,2026-01-06
8000085,8300047,Düsseldorf Hbf,Milano Porta Garibaldi,542,6,,2026-01-06
8000085,8300522,Düsseldorf Hbf,Torino Porta Susa,617,8,,2026-01-06
8000085,8300153,Düsseldorf Hbf,Genova Piazza Principe,638,8,,2026-01-06
8000085,8200100,Düsseldorf Hbf,Luxembourg,236,4,,2026-01-06
8000085,8400597,Düsseldorf Hbf,Tilburg,137,4,,2026-01-06
8000085,8400058,Düsseldorf Hbf,Amsterdam Centraal,138,0,,2026-01-06
8000085,8400530,Düsseldorf Hbf,Rotterdam Centraal,149,2,,2026-01-06
8000085,5100065,Düsseldorf Hbf,Warszawa Centralna,586,6,,2026-01-06
8000085,5100028,Düsseldorf Hbf,Krakow Glowny,698,2,,2026-01-06
8000085,5100069,Düsseldorf Hbf,Wroclaw Glowny,522,2,,2026-01-06
8000085,5100081,Düsseldorf Hbf,Poznan Glowny,441,4,,2026-01-06
8000085,7400002,Düsseldorf Hbf,Stockholm Central,901,6,,2026-01-06
8000085,7900003,Düsseldorf Hbf,Ljubljana,690,4,,2026-01-06
8000085,5600207,Düsseldorf Hbf,Bratislava hl.st.,544,4,,2026-01-06
8010205,8103000,Leipzig Hbf,Wien Hbf,380,4,,2026-01-06
8010205,8800004,Leipzig Hbf,Bruxelles Midi,406,2,,2026-01-06
8010205,8800007,Leipzig Hbf,Antwerpen Centraal,437,4,,2026-01-06
8010205,5400014,Leipzig Hbf,Praha hl.n.,240,2,,2026-01-06
8010205,8011160,Leipzig Hbf,Berlin Hbf,74,0,,2026-01-06
8010205,8000096,Leipzig Hbf,Stuttgart Hbf,265,4,,2026-01-06
8010205,8000261,Leipzig Hbf,München Hbf,187,0,,2026-01-06
8010205,8002549,Leipzig Hbf,Hamburg Hbf,236,2,,2026-01-06
8010205,8003368,Leipzig Hbf,Köln Messe/Deutz Gl.11-12,255,4,,2026-01-06
8010205,8000105,Leipzig Hbf,Frankfurt(Main)Hbf,175,0,,2026-01-06
8010205,8000085,Leipzig Hbf,Düsseldorf Hbf,277,4,,2026-01-06
8010205,8000080,Leipzig Hbf,Dortmund Hbf,265,0,,2026-01-06
8010205,8000098,Leipzig Hbf,Essen Hbf,294,2,,2026-01-06
8010205,8000050,Leipzig Hbf,Bremen Hbf,244,2,,2026-01-06
8010205,8010085,Leipzig Hbf,Dresden Hbf,65,0,,2026-01-06
8010205,8000152,Leipzig Hbf,Hannover Hbf,161,0,,2026-01-06
8010205,8000284,Leipzig Hbf,Nürnberg Hbf,115,2,,2026-01-06
8010205,8000086,Leipzig Hbf,Duisburg Hbf,290,4,,2026-01-06
8010205,8601242,Leipzig Hbf,Koebenhavns Lufthavn st,616,4,,2026-01-06
8010205,7100064,Leipzig Hbf,Barcelona Sants,1192,6,,2026-01-06
8010205,8700012,Leipzig Hbf,Paris Lyon Banlieue,481,4,,2026-01-06
8010205,8700047,Leipzig Hbf,Bordeaux-St-Jean,625,6,,2026-01-06
8010205,8700074,Leipzig Hbf,Marseille-St-Charles,657,2,,2026-01-06
8010205,8700152,Leipzig Hbf,Lyon Part Dieu,549,2,,2026-01-06
8010205,8700065,Leipzig Hbf,Toulouse-Matabiau,805,4,,2026-01-06
8010205,7800020,Leipzig Hbf,Zagreb Glavni kolodvor,819,2,,2026-01-06
8010205,5500728,Leipzig Hbf,Budapest-Nyugati,631,3,,2026-01-06
8010205,8300262,Leipzig Hbf,Roma Tiburtina,799,4,,2026-01-06
8010205,8300047,Leipzig Hbf,Milano Porta Garibaldi,640,8,,2026-01-06
8010205,8300522,Leipzig Hbf,Torino Porta Susa,714,6,,2026-01-06
8010205,8300153,Leipzig Hbf,Genova Piazza Principe,765,6,,2026-01-06
8010205,8200100,Leipzig Hbf,Luxembourg,421,4,,2026-01-06
8010205,8400597,Leipzig Hbf,Tilburg,436,8,,2026-01-06
8010205,8400058,Leipzig Hbf,Amsterdam Centraal,439,2,,2026-01-06
8010205,8400530,Leipzig Hbf,Rotterdam Centraal,461,4,,2026-01-06
8010205,5100065,Leipzig Hbf,Warszawa Centralna,402,4,,2026-01-06
8010205,5100028,Leipzig Hbf,Krakow Glowny,433,0,,2026-01-06
8010205,5100069,Leipzig Hbf,Wroclaw Glowny,214,0,,2026-01-06
8010205,5100081,Leipzig Hbf,Poznan Glowny,257,2,,2026-01-06
8010205,7400002,Leipzig Hbf,Stockholm Central,1035,4,,2026-01-06
8010205,7900003,Leipzig Hbf (tief),Ljubljana,632,6,,2026-01-06
8010205,5600207,Leipzig Hbf,Bratislava hl.st.,472,2,,2026-01-06
8000080,8103000,Dortmund Hbf,Wien Hbf,548,4,,2026-01-06
8000080,8800004,Dortmund Hbf,Bruxelles Midi,225,2,,2026-01-06
8000080,8800007,Dortmund Hbf,Antwerpen Centraal,237,6,,2026-01-06
8000080,5400014,Dortmund Hbf,Praha hl.n.,459,2,,2026-01-06
8000080,8011160,Dortmund Hbf,Berlin Hbf,210,0,,2026-01-06
8000080,8000096,Dortmund Hbf,Stuttgart Hbf,215,2,,2026-01-06
8000080,8000261,Dortmund Hbf,München Hbf,338,2,,2026-01-06
8000080,8002549,Dortmund Hbf,Hamburg Hbf,170,0,,2026-01-06
8000080,8003368,Dortmund Hbf,Köln Messe/Deutz,80,2,,2026-01-06
8000080,8000105,Dortmund Hbf,Frankfurt(Main)Hbf,150,2,,2026-01-06
8000080,8000085,Dortmund Hbf,Düsseldorf Hbf,54,0,,2026-01-06
8000080,8010205,Dortmund Hbf,Leipzig Hbf,267,2,,2026-01-06
8000080,8000098,Dortmund Hbf,Essen Hbf,22,0,,2026-01-06
8000080,8000050,Dortmund Hbf,Bremen Hbf,109,0,,2026-01-06
8000080,8010085,Dortmund Hbf,Dresden Hbf,321,2,,2026-01-06
8000080,8000152,Dortmund Hbf,Hannover Hbf,102,0,,2026-01-06
8000080,8000284,Dortmund Hbf,Nürnberg Hbf,277,2,,2026-01-06
8000080,8000086,Dortmund Hbf,Duisburg Hbf,35,0,,2026-01-06
8000080,8601242,Dortmund Hbf,Koebenhavns Lufthavn st,543,4,,2026-01-06
8000080,7100064,Dortmund Hbf,Barcelona Sants,818,6,,2026-01-06
8000080,8700012,Dortmund Hbf,Paris Lyon Banlieue,347,6,,2026-01-06
8000080,8700047,Dortmund Hbf,Bordeaux-St-Jean,504,4,,2026-01-06
8000080,8700074,Dortmund Hbf,Marseille-St-Charles,607,4,,2026-01-06
8000080,8700152,Dortmund Hbf,Lyon Part Dieu,486,4,,2026-01-06
8000080,8700065,Dortmund Hbf,Toulouse-Matabiau,658,4,,2026-01-06
8000080,7800020,Dortmund Hbf,Zagreb Glavni kolodvor,981,4,,2026-01-06
8000080,5500728,Dortmund Hbf,Budapest-Nyugati,758,9,,2026-01-06
8000080,8300262,Dortmund Hbf,Roma Tiburtina,813,7,,2026-01-06
8000080,8300047,Dortmund Hbf,Milano Porta Garibaldi,593,6,,2026-01-06
8000080,8300522,Dortmund Hbf,Torino Porta Susa,668,8,,2026-01-06
8000080,8300153,Dortmund Hbf,Genova Piazza Principe,706,6,,2026-01-06
8000080,8200100,Dortmund Hbf,Luxembourg,287,4,,2026-01-06
8000080,8400597,Dortmund Hbf,Tilburg,170,8,,2026-01-06
8000080,8400058,Dortmund Hbf,Amsterdam Centraal,176,2,,2026-01-06
8000080,8400530,Dortmund Hbf,Rotterdam Centraal,184,4,,2026-01-06
8000080,5100065,Dortmund Hbf,Warszawa Centralna,527,4,,2026-01-06
8000080,5100028,Dortmund Hbf,Krakow Glowny,650,2,,2026-01-06
8000080,5100069,Dortmund Hbf,Wroclaw Glowny,463,2,,2026-01-06
8000080,5100081,Dortmund Hbf,Poznan Glowny,382,2,,2026-01-06
8000080,7400002,Dortmund Hbf,Stockholm Central,851,6,,2026-01-06
8000080,7900003,Dortmund Hbf,Ljubljana,756,8,,2026-01-06
8000080,5600207,Dortmund Hbf,Bratislava hl.st.,631,6,,2026-01-06
8000098,8103000,Essen Hbf,Wien Hbf,527,2,,2026-01-06
8000098,8800004,Essen Hbf,Bruxelles Midi,195,4,,2026-01-06
8000098,8800007,Essen Hbf,Antwerpen Centraal,207,6,,2026-01-06
8000098,5400014,Essen Hbf,Praha hl.n.,486,2,,2026-01-06
8000098,8011160,Essen Hbf,Berlin Hbf,235,0,,2026-01-06
8000098,8000096,Essen Hbf,Stuttgart Hbf,192,2,,2026-01-06
8000098,8000261,Essen Hbf,München Hbf,314,0,,2026-01-06
8000098,8002549,Essen Hbf,Hamburg Hbf,166,0,,2026-01-06
8000098,8003368,Essen Hbf,Köln Messe/Deutz Gl.11-12,49,0,,2026-01-06
8000098,8000105,Essen Hbf,Frankfurt(Main)Hbf,118,0,,2026-01-06
8000098,8000085,Essen Hbf,Düsseldorf Hbf,26,0,,2026-01-06
8000098,8010205,Essen Hbf,Leipzig Hbf,294,2,,2026-01-06
8000098,8000080,Essen Hbf,Dortmund Hbf,23,0,,2026-01-06
8000098,8000050,Essen Hbf,Bremen Hbf,132,0,,2026-01-06
8000098,8010085,Essen Hbf,Dresden Hbf,348,2,,2026-01-06
8000098,8000152,Essen Hbf,Hannover Hbf,128,0,,2026-01-06
8000098,8000284,Essen Hbf,Nürnberg Hbf,245,0,,2026-01-06
8000098,8000086,Essen Hbf,Duisburg Hbf,12,0,,2026-01-06
8000098,8601242,Essen Hbf,Koebenhavns Lufthavn st,540,4,,2026-01-06
8000098,7100064,Essen Hbf,Barcelona Sants,783,8,,2026-01-06
8000098,8700012,Essen Hbf,Paris Lyon Banlieue,317,8,,2026-01-06
8000098,8700047,Essen Hbf,Bordeaux-St-Jean,474,6,,2026-01-06
8000098,8700074,Essen Hbf,Marseille-St-Charles,577,6,,2026-01-06
8000098,8700152,Essen Hbf,Lyon Part Dieu,462,4,,2026-01-06
8000098,8700065,Essen Hbf,Toulouse-Matabiau,628,6,,2026-01-06
8000098,7800020,Essen Hbf,Zagreb Glavni kolodvor,911,4,,2026-01-06
8000098,5500728,Essen Hbf,Budapest-Nyugati,734,9,,2026-01-06
8000098,8300262,Essen Hbf,Roma Tiburtina,789,7,,2026-01-06
8000098,8300047,Essen Hbf,Milano Porta Garibaldi,569,6,,2026-01-06
8000098,8300522,Essen Hbf,Torino Porta Susa,644,8,,2026-01-06
8000098,8300153,Essen Hbf,Genova Piazza Principe,704,4,,2026-01-06
8000098,8200100,Essen Hbf,Luxembourg,263,4,,2026-01-06
8000098,8400597,Essen Hbf,Tilburg,139,6,,2026-01-06
8000098,8400058,Essen Hbf,Amsterdam Centraal,146,2,,2026-01-06
8000098,8400530,Essen Hbf,Rotterdam Centraal,157,4,,2026-01-06
8000098,5100065,Essen Hbf,Warszawa Centralna,551,4,,2026-01-06
8000098,5100028,Essen Hbf,Krakow Glowny,672,2,,2026-01-06
8000098,5100069,Essen Hbf,Wroclaw Glowny,496,2,,2026-01-06
8000098,5100081,Essen Hbf,Poznan Glowny,406,2,,2026-01-06
8000098,7400002,Essen Hbf,Stockholm Central,875,6,,2026-01-06
8000098,7900003,Essen Hbf,Ljubljana,743,8,,2026-01-06
8000098,5600207,Essen Hbf,Bratislava hl.st.,610,4,,2026-01-06
8000050,8103000,Bremen Hbf,Wien Hbf,512,4,,2026-01-06
8000050,8800004,Bremen Hbf,Bruxelles Midi,324,2,,2026-01-06
8000050,8800007,Bremen Hbf,Antwerpen Centraal,342,8,,2026-01-06
8000050,5400014,Bremen Hbf,Praha hl.n.,436,4,,2026-01-06
8000050,8011160,Bremen Hbf,Berlin Hbf,166,2,,2026-01-06
8000050,8000096,Bremen Hbf,Stuttgart Hbf,321,2,,2026-01-06
8000050,8000261,Bremen Hbf,München Hbf,325,2,,2026-01-06
8000050,8002549,Bremen Hbf,Hamburg Hbf,55,0,,2026-01-06
8000050,8003368,Bremen Hbf,Köln Messe/Deutz,194,2,,2026-01-06
8000050,8000105,Bremen Hbf,Frankfurt(Main)Hbf,227,2,,2026-01-06
8000050,8000085,Bremen Hbf,Düsseldorf Hbf,159,0,,2026-01-06
8000050,8010205,Bremen Hbf,Leipzig Hbf,242,2,,2026-01-06
8000050,8000080,Bremen Hbf,Dortmund Hbf,107,0,,2026-01-06
8000050,8000098,Bremen Hbf,Essen Hbf,132,0,,2026-01-06
8000050,8010085,Bremen Hbf,Dresden Hbf,298,4,,2026-01-06
8000050,8000152,Bremen Hbf,Hannover Hbf,59,0,,2026-01-06
8000050,8000284,Bremen Hbf,Nürnberg Hbf,251,2,,2026-01-06
8000050,8000086,Bremen Hbf,Duisburg Hbf,145,0,,2026-01-06
8000050,8601242,Bremen Hbf,Koebenhavns Lufthavn st,416,4,,2026-01-06
8000050,7100064,Bremen Hbf,Barcelona Sants,1150,8,,2026-01-06
8000050,8700012,Bremen Hbf,Paris Lyon Banlieue,515,6,,2026-01-06
8000050,8700047,Bremen Hbf,Bordeaux-St-Jean,657,6,,2026-01-06
8000050,8700074,Bremen Hbf,Marseille-St-Charles,722,2,,2026-01-06
8000050,8700152,Bremen Hbf,Lyon Part Dieu,614,2,,2026-01-06
8000050,8700065,Bremen Hbf,Toulouse-Matabiau,1140,4,,2026-01-06
8000050,7800020,Bremen Hbf,Zagreb Glavni kolodvor,1035,6,,2026-01-06
8000050,5500728,Bremen Hbf,Budapest-Nyugati,753,9,,2026-01-06
8000050,8300262,Bremen Hbf,Roma Tiburtina,1125,6,,2026-01-06
8000050,8300047,Bremen Hbf,Milano Porta Garibaldi,705,6,,2026-01-06
8000050,8300522,Bremen Hbf,Torino Porta Susa,804,8,,2026-01-06
8000050,8300153,Bremen Hbf,Genova Piazza Principe,820,6,,2026-01-06
8000050,8200100,Bremen Hbf,Luxembourg,399,4,,2026-01-06
8000050,8400597,Bremen Hbf,Tilburg,281,4,,2026-01-06
8000050,8400058,Bremen Hbf,Amsterdam Centraal,255,2,,2026-01-06
8000050,8400530,Bremen Hbf,Rotterdam Centraal,281,6,,2026-01-06
8000050,5100065,Bremen Hbf,Warszawa Centralna,521,6,,2026-01-06
8000050,5100028,Bremen Hbf,Krakow Glowny,627,4,,2026-01-06
8000050,5100069,Bremen Hbf,Wroclaw Glowny,435,4,,2026-01-06
8000050,5100081,Bremen Hbf,Poznan Glowny,376,4,,2026-01-06
8000050,7400002,Bremen Hbf,Stockholm Central,738,6,,2026-01-06
8000050,7900003,Bremen Hbf,Ljubljana,723,8,,2026-01-06
8000050,5600207,Bremen Hbf,Bratislava hl.st.,595,6,,2026-01-06
8010085,8103000,Dresden Hbf,Wien Hbf,399,4,,2026-01-06
8010085,8800004,Dresden Hbf,Bruxelles Midi,493,4,,2026-01-06
8010085,8800007,Dresden Hbf,Antwerpen Centraal,524,6,,2026-01-06
8010085,5400014,Dresden Hbf,Praha hl.n.,135,0,,2026-01-06
8010085,8011160,Dresden Hbf,Berlin Hbf,96,0,,2026-01-06
8010085,8000096,Dresden Hbf,Stuttgart Hbf,342,4,,2026-01-06
8010085,8000261,Dresden Hbf,München Hbf,266,2,,2026-01-06
8010085,8002549,Dresden Hbf,Hamburg Hbf,276,2,,2026-01-06
8010085,8003368,Dresden Hbf,Köln Messe/Deutz Gl.11-12,352,4,,2026-01-06
8010085,8000105,Dresden Hbf,Frankfurt(Main)Hbf,262,2,,2026-01-06
8010085,8000085,Dresden Hbf,Düsseldorf Hbf,374,4,,2026-01-06
8010085,8010205,Dresden Hbf,Leipzig Hbf,69,0,,2026-01-06
8010085,8000080,Dresden Hbf,Dortmund Hbf,319,2,,2026-01-06
8010085,8000098,Dresden Hbf,Essen Hbf,345,2,,2026-01-06
8010085,8000050,Dresden Hbf,Bremen Hbf,297,4,,2026-01-06
8010085,8000152,Dresden Hbf,Hannover Hbf,215,2,,2026-01-06
8010085,8000284,Dresden Hbf,Nürnberg Hbf,191,2,,2026-01-06
8010085,8000086,Dresden Hbf,Duisburg Hbf,359,2,,2026-01-06
8010085,8601242,Dresden Hbf,Koebenhavns Lufthavn st,653,6,,2026-01-06
8010085,7100064,Dresden Hbf,Barcelona Sants,1331,8,,2026-01-06
8010085,8700012,Dresden Hbf,Paris Lyon Banlieue,551,4,,2026-01-06
8010085,8700047,Dresden Hbf,Bordeaux-St-Jean,712,8,,2026-01-06
8010085,8700074,Dresden Hbf,Marseille-St-Charles,744,4,,2026-01-06
8010085,8700152,Dresden Hbf,Lyon Part Dieu,636,4,,2026-01-06
8010085,8700065,Dresden Hbf,Toulouse-Matabiau,1093,8,,2026-01-06
8010085,7800020,Dresden Hbf,Zagreb Glavni kolodvor,978,8,,2026-01-06
8010085,5500728,Dresden Hbf,Budapest-Nyugati,558,2,,2026-01-06
8010085,8300262,Dresden Hbf,Roma Tiburtina,1058,8,,2026-01-06
8010085,8300047,Dresden Hbf,Milano Porta Garibaldi,760,8,,2026-01-06
8010085,8300522,Dresden Hbf,Torino Porta Susa,872,8,,2026-01-06
8010085,8300153,Dresden Hbf,Genova Piazza Principe,875,8,,2026-01-06
8010085,8200100,Dresden Hbf,Luxembourg,508,6,,2026-01-06
8010085,8400597,Dresden Hbf,Tilburg,531,4,,2026-01-06
8010085,8400058,Dresden Hbf,Amsterdam Centraal,506,2,,2026-01-06
8010085,8400530,Dresden Hbf,Rotterdam Centraal,527,6,,2026-01-06
8010085,5100065,Dresden Hbf,Warszawa Centralna,445,2,,2026-01-06
8010085,5100028,Dresden Hbf,Krakow Glowny,421,4,,2026-01-06
8010085,5100069,Dresden Hbf,Wroclaw Glowny,210,2,,2026-01-06
8010085,5100081,Dresden Hbf,Poznan Glowny,280,2,,2026-01-06
8010085,7400002,Dresden Hbf,Stockholm Central,1101,4,,2026-01-06
8010085,7900003,Dresden Hbf,Ljubljana,667,8,,2026-01-06
8010085,5600207,Dresden Hbf,Bratislava hl.st.,412,2,,2026-01-06
